# time cluster_size count
50000.000000 1 1
50000.000000 599 1
100000.000000 1 1
100000.000000 6 1
100000.000000 593 1
150000.000000 1 8
150000.000000 6 1
150000.000000 586 1
200000.000000 1 12
200000.000000 2 2
200000.000000 3 1
200000.000000 6 1
200000.000000 7 1
200000.000000 568 1
250000.000000 1 20
250000.000000 2 2
250000.000000 3 1
250000.000000 573 1
300000.000000 1 18
300000.000000 2 6
300000.000000 3 1
300000.000000 4 1
300000.000000 563 1
350000.000000 1 19
350000.000000 2 7
350000.000000 3 1
350000.000000 564 1
400000.000000 1 22
400000.000000 2 2
400000.000000 3 2
400000.000000 568 1
450000.000000 1 24
450000.000000 2 3
450000.000000 3 1
450000.000000 4 1
450000.000000 563 1
500000.000000 1 23
500000.000000 2 3
500000.000000 3 1
500000.000000 5 1
500000.000000 6 1
500000.000000 557 1
550000.000000 1 28
550000.000000 2 8
550000.000000 5 2
550000.000000 546 1
600000.000000 1 24
600000.000000 2 8
600000.000000 3 2
600000.000000 554 1
650000.000000 1 25
650000.000000 2 3
650000.000000 3 3
650000.000000 4 3
650000.000000 548 1
700000.000000 1 28
700000.000000 2 9
700000.000000 3 1
700000.000000 551 1
750000.000000 1 25
750000.000000 2 9
750000.000000 3 2
750000.000000 4 2
750000.000000 543 1
800000.000000 1 33
800000.000000 2 7
800000.000000 3 1
800000.000000 4 1
800000.000000 546 1
850000.000000 1 33
850000.000000 2 6
850000.000000 3 4
850000.000000 5 1
850000.000000 538 1
900000.000000 1 30
900000.000000 2 6
900000.000000 3 1
900000.000000 4 1
900000.000000 551 1
950000.000000 1 35
950000.000000 2 7
950000.000000 3 4
950000.000000 539 1
1000000.000000 1 39
1000000.000000 2 6
1000000.000000 3 2
1000000.000000 4 3
1000000.000000 531 1
1050000.000000 1 37
1050000.000000 2 8
1050000.000000 3 2
1050000.000000 4 1
1050000.000000 537 1
1100000.000000 1 28
1100000.000000 2 10
1100000.000000 3 2
1100000.000000 546 1
1150000.000000 1 33
1150000.000000 2 11
1150000.000000 545 1
1200000.000000 1 34
1200000.000000 2 9
1200000.000000 3 1
1200000.000000 545 1
1250000.000000 1 33
1250000.000000 2 12
1250000.000000 3 1
1250000.000000 540 1
1300000.000000 1 42
1300000.000000 2 6
1300000.000000 3 1
1300000.000000 4 1
1300000.000000 539 1
1350000.000000 1 37
1350000.000000 2 8
1350000.000000 3 4
1350000.000000 535 1
1400000.000000 1 36
1400000.000000 2 10
1400000.000000 3 2
1400000.000000 8 1
1400000.000000 530 1
1450000.000000 1 35
1450000.000000 2 9
1450000.000000 3 5
1450000.000000 4 3
1450000.000000 520 1
1500000.000000 1 41
1500000.000000 2 12
1500000.000000 3 4
1500000.000000 4 3
1500000.000000 5 1
1500000.000000 506 1
1550000.000000 1 37
1550000.000000 2 11
1550000.000000 3 1
1550000.000000 4 4
1550000.000000 522 1
1600000.000000 1 46
1600000.000000 2 4
1600000.000000 3 4
1600000.000000 4 2
1600000.000000 5 1
1600000.000000 521 1
1650000.000000 1 46
1650000.000000 2 9
1650000.000000 3 4
1650000.000000 5 1
1650000.000000 6 2
1650000.000000 507 1
1700000.000000 1 39
1700000.000000 2 7
1700000.000000 3 4
1700000.000000 4 2
1700000.000000 5 2
1700000.000000 7 1
1700000.000000 510 1
1750000.000000 1 38
1750000.000000 2 9
1750000.000000 3 6
1750000.000000 4 2
1750000.000000 5 1
1750000.000000 513 1
1800000.000000 1 44
1800000.000000 2 8
1800000.000000 3 3
1800000.000000 4 1
1800000.000000 5 2
1800000.000000 7 1
1800000.000000 510 1
1850000.000000 1 41
1850000.000000 2 8
1850000.000000 3 5
1850000.000000 4 1
1850000.000000 6 2
1850000.000000 512 1
1900000.000000 1 46
1900000.000000 2 6
1900000.000000 3 3
1900000.000000 4 1
1900000.000000 6 1
1900000.000000 523 1
1950000.000000 1 46
1950000.000000 2 6
1950000.000000 3 1
1950000.000000 4 3
1950000.000000 5 1
1950000.000000 522 1
2000000.000000 1 45
2000000.000000 2 8
2000000.000000 3 1
2000000.000000 4 3
2000000.000000 6 1
2000000.000000 518 1
2050000.000000 1 54
2050000.000000 2 8
2050000.000000 3 2
2050000.000000 4 1
2050000.000000 5 2
2050000.000000 510 1
2100000.000000 1 34
2100000.000000 2 8
2100000.000000 3 4
2100000.000000 4 2
2100000.000000 7 1
2100000.000000 523 1
2150000.000000 1 42
2150000.000000 2 8
2150000.000000 3 6
2150000.000000 7 1
2150000.000000 517 1
2200000.000000 1 35
2200000.000000 2 13
2200000.000000 4 2
2200000.000000 6 1
2200000.000000 10 1
2200000.000000 515 1
2250000.000000 1 38
2250000.000000 2 8
2250000.000000 3 2
2250000.000000 4 3
2250000.000000 5 1
2250000.000000 523 1
2300000.000000 1 45
2300000.000000 2 9
2300000.000000 3 3
2300000.000000 4 1
2300000.000000 6 2
2300000.000000 512 1
2350000.000000 1 45
2350000.000000 2 10
2350000.000000 3 1
2350000.000000 4 2
2350000.000000 5 1
2350000.000000 6 1
2350000.000000 513 1
2400000.000000 1 45
2400000.000000 2 13
2400000.000000 4 1
2400000.000000 10 1
2400000.000000 515 1
2450000.000000 1 42
2450000.000000 2 12
2450000.000000 3 1
2450000.000000 6 1
2450000.000000 11 1
