# time mean_cluster_size
50000.000000 100.0000000000
100000.000000 46.1538461538
150000.000000 28.5714285714
200000.000000 31.5789473684
250000.000000 30.0000000000
300000.000000 18.1818181818
350000.000000 17.1428571429
400000.000000 19.3548387097
450000.000000 18.7500000000
500000.000000 18.1818181818
550000.000000 15.0000000000
600000.000000 13.0434782609
650000.000000 13.0434782609
700000.000000 14.6341463415
750000.000000 10.9090909091
800000.000000 12.7659574468
850000.000000 11.7647058824
900000.000000 11.1111111111
950000.000000 11.5384615385
1000000.000000 10.7142857143
1050000.000000 10.7142857143
1100000.000000 9.8360655738
1150000.000000 10.0000000000
1200000.000000 9.6774193548
1250000.000000 10.3448275862
1300000.000000 10.9090909091
1350000.000000 10.0000000000
1400000.000000 9.8360655738
1450000.000000 10.7142857143
1500000.000000 12.0000000000
1550000.000000 9.6774193548
1600000.000000 10.1694915254
1650000.000000 10.9090909091
1700000.000000 10.0000000000
1750000.000000 9.6774193548
1800000.000000 9.0909090909
1850000.000000 10.3448275862
1900000.000000 9.2307692308
1950000.000000 10.7142857143
2000000.000000 12.0000000000
2050000.000000 14.2857142857
2100000.000000 12.7659574468
2150000.000000 11.1111111111
2200000.000000 11.3207547170
2250000.000000 9.8360655738
2300000.000000 9.5238095238
2350000.000000 10.1694915254
2400000.000000 11.1111111111
2450000.000000 10.5263157895
2500000.000000 10.3448275862
2550000.000000 12.0000000000
2600000.000000 10.5263157895
2650000.000000 9.5238095238
2700000.000000 9.3750000000
2750000.000000 10.3448275862
2800000.000000 9.0909090909
2850000.000000 9.3750000000
2900000.000000 10.1694915254
2950000.000000 9.5238095238
3000000.000000 9.5238095238
3050000.000000 9.2307692308
3100000.000000 9.5238095238
3150000.000000 10.1694915254
3200000.000000 10.3448275862
3250000.000000 10.0000000000
3300000.000000 11.1111111111
3350000.000000 9.8360655738
3400000.000000 10.0000000000
3450000.000000 11.5384615385
3500000.000000 12.2448979592
3550000.000000 10.0000000000
3600000.000000 10.9090909091
3650000.000000 10.5263157895
3700000.000000 13.6363636364
