# time cluster_size count
150000.000000 650 1
200000.000000 1 4
200000.000000 646 1
250000.000000 1 11
250000.000000 3 1
250000.000000 636 1
300000.000000 1 14
300000.000000 2 3
300000.000000 630 1
350000.000000 1 13
350000.000000 2 2
350000.000000 3 1
350000.000000 630 1
400000.000000 1 17
400000.000000 2 3
400000.000000 3 1
400000.000000 624 1
450000.000000 1 24
450000.000000 2 3
450000.000000 3 1
450000.000000 617 1
500000.000000 1 18
500000.000000 2 3
500000.000000 626 1
550000.000000 1 21
550000.000000 2 2
550000.000000 625 1
600000.000000 1 13
600000.000000 2 3
600000.000000 3 1
600000.000000 5 1
600000.000000 623 1
650000.000000 1 19
650000.000000 2 1
650000.000000 3 1
650000.000000 5 1
650000.000000 621 1
700000.000000 1 18
700000.000000 2 4
700000.000000 624 1
750000.000000 1 16
750000.000000 2 4
750000.000000 4 1
750000.000000 622 1
800000.000000 1 17
800000.000000 2 2
800000.000000 629 1
850000.000000 1 16
850000.000000 2 2
850000.000000 3 1
850000.000000 627 1
900000.000000 1 18
900000.000000 2 2
900000.000000 3 1
900000.000000 625 1
950000.000000 1 24
950000.000000 2 3
950000.000000 3 1
950000.000000 617 1
1000000.000000 1 20
1000000.000000 2 3
1000000.000000 3 1
1000000.000000 621 1
1050000.000000 1 21
1050000.000000 2 3
1050000.000000 3 1
1050000.000000 620 1
1100000.000000 1 13
1100000.000000 2 7
1100000.000000 623 1
1150000.000000 1 19
1150000.000000 2 2
1150000.000000 3 1
1150000.000000 624 1
1200000.000000 1 16
1200000.000000 2 4
1200000.000000 3 2
1200000.000000 620 1
1250000.000000 1 11
1250000.000000 2 2
1250000.000000 3 1
1250000.000000 4 2
1250000.000000 624 1
1300000.000000 1 23
1300000.000000 2 3
1300000.000000 3 1
1300000.000000 618 1
1350000.000000 1 18
1350000.000000 2 3
1350000.000000 3 1
1350000.000000 623 1
1400000.000000 1 24
1400000.000000 2 2
1400000.000000 622 1
1450000.000000 1 18
1450000.000000 2 3
1450000.000000 626 1
1500000.000000 1 16
1500000.000000 2 4
1500000.000000 626 1
1550000.000000 1 16
1550000.000000 2 4
1550000.000000 3 1
1550000.000000 5 1
1550000.000000 618 1
1600000.000000 1 23
1600000.000000 2 3
1600000.000000 3 1
1600000.000000 618 1
1650000.000000 1 18
1650000.000000 2 1
1650000.000000 630 1
1700000.000000 1 18
1700000.000000 2 3
1700000.000000 626 1
1750000.000000 1 23
1750000.000000 2 4
1750000.000000 619 1
1800000.000000 1 18
1800000.000000 632 1
1850000.000000 1 23
1850000.000000 2 2
1850000.000000 623 1
1900000.000000 1 17
1900000.000000 2 4
1900000.000000 3 1
1900000.000000 622 1
1950000.000000 1 21
1950000.000000 2 4
1950000.000000 4 1
1950000.000000 617 1
2000000.000000 1 17
2000000.000000 2 4
2000000.000000 625 1
2050000.000000 1 16
2050000.000000 3 2
2050000.000000 628 1
2100000.000000 1 24
2100000.000000 3 1
2100000.000000 623 1
2150000.000000 1 21
