# time cluster_size count
150000.000000 650 1
200000.000000 1 3
200000.000000 647 1
250000.000000 1 13
250000.000000 3 1
250000.000000 634 1
300000.000000 1 12
300000.000000 2 3
300000.000000 632 1
350000.000000 1 22
350000.000000 2 1
350000.000000 3 1
350000.000000 623 1
400000.000000 1 17
400000.000000 3 1
400000.000000 7 1
400000.000000 623 1
450000.000000 1 17
450000.000000 2 2
450000.000000 3 1
450000.000000 626 1
500000.000000 1 20
500000.000000 2 2
500000.000000 626 1
550000.000000 1 21
550000.000000 2 2
550000.000000 3 1
550000.000000 622 1
600000.000000 1 19
600000.000000 2 1
600000.000000 4 1
600000.000000 625 1
650000.000000 1 15
650000.000000 2 4
650000.000000 627 1
700000.000000 1 24
700000.000000 2 1
700000.000000 3 2
700000.000000 4 1
700000.000000 614 1
750000.000000 1 16
750000.000000 2 5
750000.000000 3 3
750000.000000 4 2
750000.000000 607 1
800000.000000 1 20
800000.000000 2 1
800000.000000 3 1
800000.000000 625 1
850000.000000 1 16
850000.000000 2 5
850000.000000 624 1
900000.000000 1 16
900000.000000 2 4
900000.000000 626 1
950000.000000 1 12
950000.000000 2 4
950000.000000 630 1
1000000.000000 1 18
1000000.000000 2 4
1000000.000000 624 1
1050000.000000 1 15
1050000.000000 2 3
1050000.000000 629 1
1100000.000000 1 17
1100000.000000 2 4
1100000.000000 625 1
1150000.000000 1 15
1150000.000000 2 4
1150000.000000 627 1
1200000.000000 1 13
1200000.000000 2 2
1200000.000000 5 1
1200000.000000 628 1
1250000.000000 1 13
1250000.000000 2 2
1250000.000000 4 1
1250000.000000 629 1
1300000.000000 1 17
1300000.000000 2 2
1300000.000000 629 1
1350000.000000 1 16
1350000.000000 2 3
1350000.000000 3 1
1350000.000000 625 1
1400000.000000 1 19
1400000.000000 2 4
1400000.000000 3 1
1400000.000000 620 1
1450000.000000 1 10
1450000.000000 2 3
1450000.000000 634 1
1500000.000000 1 16
1500000.000000 2 1
1500000.000000 3 1
1500000.000000 629 1
1550000.000000 1 14
1550000.000000 2 2
1550000.000000 3 2
1550000.000000 626 1
1600000.000000 1 13
1600000.000000 2 2
1600000.000000 3 3
1600000.000000 4 1
1600000.000000 620 1
1650000.000000 1 19
1650000.000000 2 3
1650000.000000 625 1
