Frame,Num_Receptors,Receptors_in_Cluster,Total_Receptors,Fraction_Receptors
0,20,2,20,0.1
1,20,0,20,0.0
2,20,0,20,0.0
3,20,1,20,0.05
4,20,0,20,0.0
5,20,0,20,0.0
6,20,0,20,0.0
7,20,1,20,0.05
8,20,0,20,0.0
9,20,0,20,0.0
10,20,0,20,0.0
11,20,0,20,0.0
12,20,0,20,0.0
13,20,0,20,0.0
14,20,0,20,0.0
15,20,1,20,0.05
16,20,0,20,0.0
17,20,3,20,0.15
18,20,0,20,0.0
19,20,2,20,0.1
20,20,0,20,0.0
21,20,1,20,0.05
22,20,1,20,0.05
23,20,1,20,0.05
24,20,1,20,0.05
25,20,2,20,0.1
26,20,2,20,0.1
27,20,1,20,0.05
28,20,0,20,0.0
29,20,0,20,0.0
30,20,0,20,0.0
31,20,0,20,0.0
32,20,2,20,0.1
33,20,0,20,0.0
34,20,0,20,0.0
35,20,0,20,0.0
36,20,1,20,0.05
37,20,1,20,0.05
38,20,2,20,0.1
39,20,0,20,0.0
40,20,1,20,0.05
41,20,0,20,0.0
42,20,0,20,0.0
43,20,0,20,0.0
44,20,0,20,0.0
45,20,1,20,0.05
46,20,1,20,0.05
47,20,1,20,0.05
48,20,0,20,0.0
49,20,0,20,0.0
50,20,0,20,0.0
51,20,0,20,0.0
52,20,0,20,0.0
53,20,2,20,0.1
54,20,0,20,0.0
55,20,1,20,0.05
56,20,0,20,0.0
57,20,1,20,0.05
58,20,1,20,0.05
59,20,0,20,0.0
60,20,0,20,0.0
61,20,0,20,0.0
62,20,0,20,0.0
63,20,0,20,0.0
64,20,0,20,0.0
65,20,1,20,0.05
66,20,0,20,0.0
67,20,0,20,0.0
68,20,0,20,0.0
69,20,1,20,0.05
70,20,1,20,0.05
71,20,1,20,0.05
72,20,1,20,0.05
73,20,0,20,0.0
74,20,1,20,0.05
75,20,0,20,0.0
76,20,1,20,0.05
77,20,4,20,0.2
78,20,0,20,0.0
79,20,0,20,0.0
80,20,0,20,0.0
81,20,0,20,0.0
82,20,0,20,0.0
83,20,1,20,0.05
84,20,0,20,0.0
85,20,1,20,0.05
86,20,1,20,0.05
87,20,0,20,0.0
88,20,1,20,0.05
89,20,1,20,0.05
90,20,0,20,0.0
91,20,0,20,0.0
92,20,0,20,0.0
93,20,2,20,0.1
94,20,0,20,0.0
95,20,0,20,0.0
96,20,0,20,0.0
97,20,1,20,0.05
98,20,0,20,0.0
99,20,0,20,0.0
100,20,0,20,0.0
101,20,1,20,0.05
102,20,0,20,0.0
103,20,1,20,0.05
104,20,0,20,0.0
105,20,1,20,0.05
106,20,0,20,0.0
107,20,0,20,0.0
108,20,0,20,0.0
109,20,1,20,0.05
110,20,1,20,0.05
111,20,0,20,0.0
112,20,0,20,0.0
113,20,1,20,0.05
114,20,0,20,0.0
115,20,2,20,0.1
116,20,0,20,0.0
117,20,0,20,0.0
118,20,0,20,0.0
119,20,0,20,0.0
120,20,1,20,0.05
121,20,0,20,0.0
122,20,1,20,0.05
123,20,1,20,0.05
124,20,0,20,0.0
125,20,0,20,0.0
126,20,1,20,0.05
127,20,1,20,0.05
128,20,1,20,0.05
129,20,1,20,0.05
130,20,0,20,0.0
131,20,1,20,0.05
132,20,1,20,0.05
133,20,0,20,0.0
134,20,1,20,0.05
135,20,0,20,0.0
136,20,0,20,0.0
137,20,0,20,0.0
138,20,0,20,0.0
139,20,0,20,0.0
140,20,0,20,0.0
141,20,0,20,0.0
142,20,0,20,0.0
143,20,0,20,0.0
144,20,1,20,0.05
145,20,0,20,0.0
146,20,1,20,0.05
147,20,2,20,0.1
148,20,0,20,0.0
149,20,0,20,0.0
150,20,1,20,0.05
151,20,0,20,0.0
152,20,0,20,0.0
153,20,1,20,0.05
154,20,1,20,0.05
155,20,1,20,0.05
156,20,0,20,0.0
157,20,2,20,0.1
158,20,0,20,0.0
159,20,0,20,0.0
160,20,1,20,0.05
161,20,2,20,0.1
162,20,0,20,0.0
163,20,0,20,0.0
164,20,3,20,0.15
165,20,0,20,0.0
166,20,0,20,0.0
167,20,0,20,0.0
168,20,1,20,0.05
169,20,1,20,0.05
170,20,0,20,0.0
171,20,0,20,0.0
172,20,0,20,0.0
173,20,1,20,0.05
174,20,0,20,0.0
175,20,1,20,0.05
176,20,0,20,0.0
177,20,0,20,0.0
178,20,0,20,0.0
179,20,0,20,0.0
180,20,0,20,0.0
181,20,0,20,0.0
182,20,1,20,0.05
183,20,0,20,0.0
184,20,1,20,0.05
185,20,1,20,0.05
186,20,0,20,0.0
187,20,0,20,0.0
188,20,0,20,0.0
189,20,0,20,0.0
190,20,0,20,0.0
191,20,0,20,0.0
192,20,1,20,0.05
193,20,0,20,0.0
194,20,0,20,0.0
195,20,0,20,0.0
196,20,1,20,0.05
197,20,0,20,0.0
198,20,0,20,0.0
199,20,0,20,0.0
200,20,1,20,0.05
201,20,0,20,0.0
202,20,1,20,0.05
203,20,0,20,0.0
204,20,0,20,0.0
205,20,0,20,0.0
206,20,1,20,0.05
207,20,1,20,0.05
208,20,1,20,0.05
209,20,0,20,0.0
210,20,0,20,0.0
211,20,0,20,0.0
212,20,0,20,0.0
213,20,0,20,0.0
214,20,0,20,0.0
215,20,0,20,0.0
216,20,0,20,0.0
217,20,0,20,0.0
218,20,0,20,0.0
219,20,0,20,0.0
220,20,1,20,0.05
221,20,0,20,0.0
222,20,1,20,0.05
223,20,0,20,0.0
224,20,1,20,0.05
225,20,0,20,0.0
226,20,0,20,0.0
227,20,0,20,0.0
228,20,0,20,0.0
229,20,2,20,0.1
230,20,0,20,0.0
231,20,0,20,0.0
232,20,1,20,0.05
233,20,0,20,0.0
234,20,1,20,0.05
235,20,0,20,0.0
236,20,0,20,0.0
237,20,0,20,0.0
238,20,0,20,0.0
239,20,1,20,0.05
240,20,0,20,0.0
241,20,0,20,0.0
242,20,1,20,0.05
243,20,0,20,0.0
244,20,1,20,0.05
245,20,1,20,0.05
246,20,0,20,0.0
247,20,0,20,0.0
248,20,0,20,0.0
249,20,0,20,0.0
250,20,0,20,0.0
251,20,0,20,0.0
252,20,0,20,0.0
253,20,0,20,0.0
254,20,0,20,0.0
255,20,0,20,0.0
256,20,0,20,0.0
257,20,1,20,0.05
258,20,0,20,0.0
259,20,1,20,0.05
260,20,1,20,0.05
261,20,0,20,0.0
262,20,0,20,0.0
263,20,0,20,0.0
264,20,0,20,0.0
265,20,0,20,0.0
266,20,0,20,0.0
267,20,0,20,0.0
268,20,0,20,0.0
269,20,0,20,0.0
270,20,1,20,0.05
271,20,0,20,0.0
272,20,0,20,0.0
273,20,0,20,0.0
274,20,0,20,0.0
275,20,0,20,0.0
276,20,1,20,0.05
277,20,0,20,0.0
278,20,1,20,0.05
279,20,0,20,0.0
280,20,0,20,0.0
281,20,0,20,0.0
282,20,0,20,0.0
283,20,1,20,0.05
284,20,1,20,0.05
285,20,0,20,0.0
286,20,0,20,0.0
287,20,0,20,0.0
288,20,2,20,0.1
289,20,0,20,0.0
290,20,0,20,0.0
291,20,3,20,0.15
292,20,0,20,0.0
293,20,0,20,0.0
294,20,1,20,0.05
295,20,1,20,0.05
296,20,0,20,0.0
297,20,1,20,0.05
298,20,0,20,0.0
299,20,0,20,0.0
300,20,0,20,0.0
301,20,0,20,0.0
302,20,0,20,0.0
303,20,0,20,0.0
304,20,0,20,0.0
305,20,0,20,0.0
306,20,0,20,0.0
307,20,0,20,0.0
308,20,1,20,0.05
309,20,0,20,0.0
310,20,0,20,0.0
311,20,0,20,0.0
312,20,1,20,0.05
313,20,0,20,0.0
314,20,0,20,0.0
315,20,2,20,0.1
316,20,0,20,0.0
317,20,0,20,0.0
318,20,1,20,0.05
319,20,0,20,0.0
320,20,1,20,0.05
321,20,0,20,0.0
322,20,0,20,0.0
323,20,1,20,0.05
324,20,0,20,0.0
325,20,1,20,0.05
326,20,0,20,0.0
327,20,0,20,0.0
328,20,0,20,0.0
329,20,0,20,0.0
330,20,0,20,0.0
331,20,0,20,0.0
332,20,3,20,0.15
333,20,0,20,0.0
334,20,0,20,0.0
335,20,1,20,0.05
336,20,0,20,0.0
337,20,0,20,0.0
338,20,0,20,0.0
339,20,0,20,0.0
340,20,0,20,0.0
341,20,0,20,0.0
342,20,1,20,0.05
343,20,0,20,0.0
344,20,1,20,0.05
345,20,0,20,0.0
346,20,0,20,0.0
347,20,0,20,0.0
348,20,1,20,0.05
349,20,1,20,0.05
350,20,1,20,0.05
351,20,0,20,0.0
352,20,0,20,0.0
353,20,0,20,0.0
354,20,1,20,0.05
355,20,0,20,0.0
356,20,0,20,0.0
357,20,0,20,0.0
358,20,0,20,0.0
359,20,0,20,0.0
360,20,0,20,0.0
361,20,0,20,0.0
362,20,1,20,0.05
363,20,1,20,0.05
364,20,1,20,0.05
365,20,0,20,0.0
366,20,0,20,0.0
367,20,0,20,0.0
368,20,0,20,0.0
369,20,0,20,0.0
370,20,1,20,0.05
371,20,0,20,0.0
372,20,0,20,0.0
373,20,0,20,0.0
374,20,0,20,0.0
375,20,0,20,0.0
376,20,0,20,0.0
377,20,1,20,0.05
378,20,0,20,0.0
379,20,1,20,0.05
380,20,0,20,0.0
381,20,0,20,0.0
382,20,0,20,0.0
383,20,1,20,0.05
384,20,0,20,0.0
385,20,1,20,0.05
386,20,0,20,0.0
387,20,1,20,0.05
388,20,0,20,0.0
389,20,0,20,0.0
390,20,0,20,0.0
391,20,0,20,0.0
392,20,0,20,0.0
393,20,1,20,0.05
394,20,0,20,0.0
395,20,0,20,0.0
396,20,1,20,0.05
397,20,0,20,0.0
398,20,2,20,0.1
399,20,2,20,0.1
