Frame,Num_Receptors,LargestClusterSize,Fraction
0,20,1,0.05
1,20,2,0.1
2,20,2,0.1
3,20,1,0.05
4,20,2,0.1
5,20,1,0.05
6,20,1,0.05
7,20,2,0.1
8,20,4,0.2
9,20,2,0.1
10,20,1,0.05
11,20,1,0.05
12,20,2,0.1
13,20,2,0.1
14,20,2,0.1
15,20,2,0.1
16,20,2,0.1
17,20,1,0.05
18,20,1,0.05
19,20,2,0.1
20,20,2,0.1
21,20,1,0.05
22,20,2,0.1
23,20,2,0.1
24,20,2,0.1
25,20,1,0.05
26,20,1,0.05
27,20,1,0.05
28,20,2,0.1
29,20,2,0.1
30,20,2,0.1
31,20,2,0.1
32,20,2,0.1
33,20,1,0.05
34,20,3,0.15
35,20,1,0.05
36,20,2,0.1
37,20,2,0.1
38,20,2,0.1
39,20,1,0.05
40,20,2,0.1
41,20,2,0.1
42,20,2,0.1
43,20,2,0.1
44,20,2,0.1
45,20,2,0.1
46,20,2,0.1
47,20,2,0.1
48,20,2,0.1
49,20,3,0.15
50,20,2,0.1
51,20,2,0.1
52,20,2,0.1
53,20,1,0.05
54,20,2,0.1
55,20,1,0.05
56,20,3,0.15
57,20,1,0.05
58,20,2,0.1
59,20,2,0.1
60,20,2,0.1
61,20,2,0.1
62,20,1,0.05
63,20,2,0.1
64,20,3,0.15
65,20,2,0.1
66,20,1,0.05
67,20,2,0.1
68,20,2,0.1
69,20,1,0.05
70,20,2,0.1
71,20,2,0.1
72,20,1,0.05
73,20,2,0.1
74,20,2,0.1
75,20,2,0.1
76,20,2,0.1
77,20,3,0.15
78,20,2,0.1
79,20,2,0.1
80,20,2,0.1
81,20,2,0.1
82,20,1,0.05
83,20,1,0.05
84,20,2,0.1
85,20,1,0.05
86,20,2,0.1
87,20,2,0.1
88,20,1,0.05
89,20,2,0.1
90,20,1,0.05
91,20,1,0.05
92,20,2,0.1
93,20,2,0.1
94,20,2,0.1
95,20,2,0.1
96,20,2,0.1
97,20,3,0.15
98,20,1,0.05
99,20,2,0.1
100,20,1,0.05
101,20,2,0.1
102,20,2,0.1
103,20,2,0.1
104,20,1,0.05
105,20,1,0.05
106,20,2,0.1
107,20,2,0.1
108,20,2,0.1
109,20,1,0.05
110,20,1,0.05
111,20,2,0.1
112,20,1,0.05
113,20,2,0.1
114,20,2,0.1
115,20,2,0.1
116,20,2,0.1
117,20,1,0.05
118,20,1,0.05
119,20,2,0.1
120,20,2,0.1
121,20,2,0.1
122,20,2,0.1
123,20,2,0.1
124,20,1,0.05
125,20,1,0.05
126,20,1,0.05
127,20,2,0.1
128,20,2,0.1
129,20,2,0.1
130,20,1,0.05
131,20,1,0.05
132,20,2,0.1
133,20,1,0.05
134,20,1,0.05
135,20,2,0.1
136,20,2,0.1
137,20,2,0.1
138,20,2,0.1
139,20,2,0.1
140,20,3,0.15
141,20,2,0.1
142,20,1,0.05
143,20,2,0.1
144,20,1,0.05
145,20,2,0.1
146,20,2,0.1
147,20,2,0.1
148,20,2,0.1
149,20,2,0.1
150,20,2,0.1
151,20,1,0.05
152,20,1,0.05
153,20,2,0.1
154,20,2,0.1
155,20,2,0.1
156,20,2,0.1
157,20,1,0.05
158,20,1,0.05
159,20,1,0.05
160,20,2,0.1
161,20,2,0.1
162,20,1,0.05
163,20,1,0.05
164,20,3,0.15
165,20,2,0.1
166,20,2,0.1
167,20,2,0.1
168,20,2,0.1
169,20,2,0.1
170,20,1,0.05
171,20,1,0.05
172,20,2,0.1
173,20,2,0.1
174,20,2,0.1
175,20,1,0.05
176,20,2,0.1
177,20,2,0.1
178,20,1,0.05
179,20,1,0.05
180,20,2,0.1
181,20,2,0.1
182,20,2,0.1
183,20,2,0.1
184,20,2,0.1
185,20,2,0.1
186,20,1,0.05
187,20,2,0.1
188,20,2,0.1
189,20,1,0.05
190,20,2,0.1
191,20,1,0.05
192,20,1,0.05
193,20,2,0.1
194,20,1,0.05
195,20,1,0.05
196,20,1,0.05
197,20,2,0.1
198,20,2,0.1
199,20,1,0.05
200,20,2,0.1
201,20,1,0.05
202,20,2,0.1
203,20,2,0.1
204,20,2,0.1
205,20,2,0.1
206,20,2,0.1
207,20,2,0.1
208,20,3,0.15
209,20,2,0.1
210,20,1,0.05
211,20,1,0.05
212,20,1,0.05
213,20,2,0.1
214,20,1,0.05
215,20,2,0.1
216,20,2,0.1
217,20,2,0.1
218,20,2,0.1
219,20,2,0.1
220,20,1,0.05
221,20,2,0.1
222,20,2,0.1
223,20,1,0.05
224,20,2,0.1
225,20,1,0.05
226,20,1,0.05
227,20,2,0.1
228,20,2,0.1
229,20,2,0.1
230,20,1,0.05
231,20,1,0.05
232,20,2,0.1
233,20,2,0.1
234,20,1,0.05
235,20,2,0.1
236,20,2,0.1
237,20,2,0.1
238,20,2,0.1
239,20,1,0.05
240,20,2,0.1
241,20,3,0.15
242,20,2,0.1
243,20,1,0.05
244,20,2,0.1
245,20,1,0.05
246,20,1,0.05
247,20,1,0.05
248,20,2,0.1
249,20,2,0.1
250,20,2,0.1
251,20,2,0.1
252,20,2,0.1
253,20,2,0.1
254,20,2,0.1
255,20,2,0.1
256,20,2,0.1
257,20,2,0.1
258,20,1,0.05
259,20,1,0.05
260,20,2,0.1
261,20,1,0.05
262,20,2,0.1
263,20,2,0.1
264,20,2,0.1
265,20,2,0.1
266,20,2,0.1
267,20,1,0.05
268,20,2,0.1
269,20,2,0.1
270,20,1,0.05
271,20,2,0.1
272,20,1,0.05
273,20,2,0.1
274,20,2,0.1
275,20,1,0.05
276,20,1,0.05
277,20,1,0.05
278,20,1,0.05
279,20,2,0.1
280,20,2,0.1
281,20,2,0.1
282,20,2,0.1
283,20,2,0.1
284,20,2,0.1
285,20,1,0.05
286,20,2,0.1
287,20,1,0.05
288,20,2,0.1
289,20,1,0.05
290,20,3,0.15
291,20,2,0.1
292,20,1,0.05
293,20,1,0.05
294,20,2,0.1
295,20,2,0.1
296,20,2,0.1
297,20,1,0.05
298,20,1,0.05
299,20,2,0.1
300,20,1,0.05
301,20,1,0.05
302,20,2,0.1
303,20,3,0.15
304,20,1,0.05
305,20,1,0.05
306,20,1,0.05
307,20,2,0.1
308,20,2,0.1
309,20,2,0.1
310,20,1,0.05
311,20,1,0.05
312,20,1,0.05
313,20,2,0.1
314,20,2,0.1
315,20,1,0.05
316,20,2,0.1
317,20,1,0.05
318,20,2,0.1
319,20,2,0.1
320,20,1,0.05
321,20,2,0.1
322,20,1,0.05
323,20,3,0.15
324,20,1,0.05
325,20,1,0.05
326,20,2,0.1
327,20,2,0.1
328,20,2,0.1
329,20,1,0.05
330,20,1,0.05
331,20,2,0.1
332,20,1,0.05
333,20,2,0.1
334,20,1,0.05
335,20,2,0.1
336,20,1,0.05
337,20,2,0.1
338,20,2,0.1
339,20,1,0.05
340,20,1,0.05
341,20,2,0.1
342,20,1,0.05
343,20,2,0.1
344,20,2,0.1
345,20,2,0.1
346,20,2,0.1
347,20,2,0.1
348,20,1,0.05
349,20,2,0.1
350,20,2,0.1
351,20,1,0.05
352,20,2,0.1
353,20,1,0.05
354,20,2,0.1
355,20,2,0.1
356,20,2,0.1
357,20,2,0.1
358,20,2,0.1
359,20,2,0.1
360,20,1,0.05
361,20,1,0.05
362,20,2,0.1
363,20,2,0.1
364,20,2,0.1
365,20,2,0.1
366,20,1,0.05
367,20,1,0.05
368,20,1,0.05
369,20,3,0.15
370,20,2,0.1
371,20,1,0.05
372,20,2,0.1
373,20,2,0.1
374,20,1,0.05
375,20,2,0.1
376,20,2,0.1
377,20,2,0.1
378,20,1,0.05
379,20,2,0.1
380,20,2,0.1
381,20,2,0.1
382,20,1,0.05
383,20,1,0.05
384,20,2,0.1
385,20,1,0.05
386,20,2,0.1
387,20,1,0.05
388,20,2,0.1
389,20,2,0.1
390,20,1,0.05
391,20,2,0.1
392,20,1,0.05
393,20,1,0.05
394,20,1,0.05
395,20,1,0.05
396,20,1,0.05
397,20,1,0.05
398,20,2,0.1
399,20,2,0.1
