# time cluster_size count
50000.000000 1 3
50000.000000 6 1
50000.000000 242 1
50000.000000 349 1
100000.000000 1 7
100000.000000 2 2
100000.000000 7 1
100000.000000 181 1
100000.000000 401 1
150000.000000 1 22
150000.000000 2 2
150000.000000 3 1
150000.000000 4 1
150000.000000 5 1
150000.000000 45 1
150000.000000 173 1
150000.000000 344 1
200000.000000 1 21
200000.000000 2 3
200000.000000 5 1
200000.000000 12 1
200000.000000 37 1
200000.000000 60 1
200000.000000 208 1
200000.000000 251 1
250000.000000 1 19
250000.000000 2 5
250000.000000 3 1
250000.000000 4 1
250000.000000 11 1
250000.000000 13 1
250000.000000 36 1
250000.000000 45 1
250000.000000 57 1
250000.000000 198 1
250000.000000 204 1
300000.000000 1 31
300000.000000 2 2
300000.000000 3 2
300000.000000 6 1
300000.000000 7 1
300000.000000 36 1
300000.000000 38 1
300000.000000 44 1
300000.000000 57 1
300000.000000 61 1
300000.000000 145 1
300000.000000 165 1
350000.000000 1 34
350000.000000 2 4
350000.000000 6 1
350000.000000 10 1
350000.000000 45 1
350000.000000 58 1
350000.000000 60 1
350000.000000 144 1
350000.000000 235 1
400000.000000 1 22
400000.000000 2 4
400000.000000 3 2
400000.000000 12 1
400000.000000 34 1
400000.000000 47 1
400000.000000 75 1
400000.000000 97 1
400000.000000 133 1
400000.000000 166 1
450000.000000 1 26
450000.000000 2 6
450000.000000 3 1
450000.000000 13 1
450000.000000 36 1
450000.000000 47 1
450000.000000 58 1
450000.000000 62 1
450000.000000 142 1
450000.000000 201 1
500000.000000 1 26
500000.000000 2 4
500000.000000 3 2
500000.000000 4 1
500000.000000 12 1
500000.000000 33 1
500000.000000 47 1
500000.000000 165 1
500000.000000 299 1
550000.000000 1 29
550000.000000 2 3
550000.000000 3 1
550000.000000 13 1
550000.000000 17 1
550000.000000 34 1
550000.000000 37 1
550000.000000 45 1
550000.000000 60 2
550000.000000 131 1
550000.000000 165 1
600000.000000 1 33
600000.000000 2 3
600000.000000 3 2
600000.000000 14 1
600000.000000 17 1
600000.000000 32 1
600000.000000 42 1
600000.000000 58 2
600000.000000 165 1
600000.000000 169 1
650000.000000 1 20
650000.000000 2 7
650000.000000 3 2
650000.000000 4 1
650000.000000 13 1
650000.000000 17 1
650000.000000 32 1
650000.000000 37 1
650000.000000 45 1
650000.000000 57 1
650000.000000 58 1
650000.000000 131 1
650000.000000 166 1
700000.000000 1 36
700000.000000 2 5
700000.000000 4 1
700000.000000 13 1
700000.000000 18 1
700000.000000 31 1
700000.000000 40 1
700000.000000 54 1
700000.000000 58 1
700000.000000 163 1
700000.000000 173 1
750000.000000 1 38
750000.000000 2 7
750000.000000 4 2
750000.000000 29 1
750000.000000 38 1
750000.000000 56 1
750000.000000 199 1
750000.000000 218 1
800000.000000 1 35
800000.000000 2 5
800000.000000 3 2
800000.000000 4 2
800000.000000 38 1
800000.000000 59 1
800000.000000 215 1
800000.000000 229 1
850000.000000 1 30
850000.000000 2 10
850000.000000 3 1
850000.000000 8 1
850000.000000 39 1
850000.000000 48 1
850000.000000 58 1
850000.000000 67 1
850000.000000 156 1
850000.000000 171 1
900000.000000 1 45
900000.000000 2 9
900000.000000 5 1
900000.000000 15 1
900000.000000 32 1
900000.000000 40 1
900000.000000 58 1
900000.000000 65 1
900000.000000 147 1
900000.000000 175 1
950000.000000 1 30
950000.000000 2 5
950000.000000 3 1
950000.000000 5 2
950000.000000 10 1
950000.000000 16 1
950000.000000 35 1
950000.000000 45 1
950000.000000 55 1
950000.000000 60 1
950000.000000 159 1
950000.000000 167 1
1000000.000000 1 27
1000000.000000 2 6
1000000.000000 4 5
1000000.000000 5 1
1000000.000000 18 1
1000000.000000 36 1
1000000.000000 41 1
1000000.000000 53 1
1000000.000000 62 1
1000000.000000 155 1
1000000.000000 171 1
1050000.000000 1 29
1050000.000000 2 7
1050000.000000 4 1
1050000.000000 5 1
1050000.000000 6 1
1050000.000000 7 1
1050000.000000 42 1
1050000.000000 53 1
1050000.000000 55 1
1050000.000000 63 1
1050000.000000 156 1
1050000.000000 166 1
1100000.000000 1 26
1100000.000000 2 8
1100000.000000 3 2
1100000.000000 4 1
1100000.000000 6 2
1100000.000000 8 1
1100000.000000 17 1
1100000.000000 32 1
1100000.000000 41 1
1100000.000000 55 1
1100000.000000 60 1
1100000.000000 154 1
1100000.000000 169 1
1150000.000000 1 30
1150000.000000 2 6
1150000.000000 3 2
1150000.000000 4 1
1150000.000000 5 1
1150000.000000 7 1
1150000.000000 41 1
1150000.000000 54 1
1150000.000000 60 1
1150000.000000 61 1
1150000.000000 157 1
1150000.000000 163 1
1200000.000000 1 34
1200000.000000 2 7
1200000.000000 3 5
1200000.000000 4 2
1200000.000000 5 1
1200000.000000 7 1
1200000.000000 15 1
1200000.000000 36 1
1200000.000000 39 1
1200000.000000 54 1
1200000.000000 155 1
1200000.000000 218 1
1250000.000000 1 28
1250000.000000 2 7
1250000.000000 3 4
1250000.000000 4 2
1250000.000000 5 1
1250000.000000 15 1
1250000.000000 36 2
1250000.000000 56 1
1250000.000000 61 1
1250000.000000 158 1
1250000.000000 171 1
1300000.000000 1 35
1300000.000000 2 11
1300000.000000 3 1
1300000.000000 5 3
1300000.000000 18 1
1300000.000000 33 1
1300000.000000 36 1
1300000.000000 57 1
1300000.000000 59 1
1300000.000000 154 1
1300000.000000 168 1
1350000.000000 1 34
1350000.000000 2 12
1350000.000000 3 1
1350000.000000 4 1
1350000.000000 8 1
1350000.000000 18 1
1350000.000000 33 1
1350000.000000 46 1
1350000.000000 56 1
1350000.000000 58 1
1350000.000000 154 1
1350000.000000 162 1
1400000.000000 1 36
1400000.000000 2 9
1400000.000000 3 2
1400000.000000 4 1
1400000.000000 5 2
1400000.000000 7 1
1400000.000000 35 1
1400000.000000 38 1
1400000.000000 54 1
1400000.000000 59 1
1400000.000000 156 1
1400000.000000 177 1
1450000.000000 1 39
1450000.000000 2 7
1450000.000000 3 4
1450000.000000 4 1
1450000.000000 5 1
1450000.000000 6 1
1450000.000000 35 1
1450000.000000 37 1
1450000.000000 56 1
1450000.000000 60 1
1450000.000000 156 1
1450000.000000 176 1
1500000.000000 1 41
1500000.000000 2 7
1500000.000000 3 1
1500000.000000 4 3
1500000.000000 5 1
1500000.000000 36 1
1500000.000000 40 1
1500000.000000 58 1
1500000.000000 60 1
1500000.000000 155 1
1500000.000000 176 1
1550000.000000 1 37
1550000.000000 2 6
1550000.000000 3 4
1550000.000000 5 1
1550000.000000 12 1
1550000.000000 39 2
1550000.000000 57 2
1550000.000000 154 1
1550000.000000 176 1
1600000.000000 1 39
1600000.000000 2 11
1600000.000000 3 1
1600000.000000 4 1
1600000.000000 5 1
1600000.000000 8 1
1600000.000000 38 1
1600000.000000 39 1
1600000.000000 58 1
1600000.000000 59 1
1600000.000000 325 1
1650000.000000 1 40
1650000.000000 2 5
1650000.000000 4 4
1650000.000000 5 1
1650000.000000 7 1
1650000.000000 39 1
1650000.000000 41 1
1650000.000000 55 1
1650000.000000 59 1
1650000.000000 154 1
1650000.000000 174 1
1700000.000000 1 47
1700000.000000 2 5
1700000.000000 3 2
1700000.000000 4 3
1700000.000000 6 1
1700000.000000 38 1
1700000.000000 40 1
1700000.000000 117 1
1700000.000000 153 1
1700000.000000 171 1
1750000.000000 1 49
1750000.000000 2 7
1750000.000000 3 1
1750000.000000 4 1
