# time mean_cluster_size
50000.000000 100.0000000000
100000.000000 50.0000000000
150000.000000 20.0000000000
200000.000000 20.0000000000
250000.000000 18.1818181818
300000.000000 13.6363636364
350000.000000 13.3333333333
400000.000000 17.1428571429
450000.000000 15.0000000000
500000.000000 15.7894736842
550000.000000 14.2857142857
600000.000000 13.0434782609
650000.000000 15.3846153846
700000.000000 12.0000000000
750000.000000 11.5384615385
800000.000000 12.5000000000
850000.000000 12.5000000000
900000.000000 9.6774193548
950000.000000 13.0434782609
1000000.000000 13.0434782609
1050000.000000 13.0434782609
1100000.000000 12.7659574468
1150000.000000 12.7659574468
1200000.000000 10.7142857143
1250000.000000 12.2448979592
1300000.000000 10.5263157895
1350000.000000 10.7142857143
1400000.000000 10.5263157895
1450000.000000 10.1694915254
1500000.000000 10.1694915254
1550000.000000 10.9090909091
1600000.000000 10.1694915254
1650000.000000 10.5263157895
1700000.000000 9.5238095238
1750000.000000 9.0909090909
1800000.000000 10.1694915254
1850000.000000 9.0909090909
1900000.000000 8.9552238806
1950000.000000 9.6774193548
2000000.000000 9.2307692308
2050000.000000 8.5714285714
2100000.000000 10.3448275862
2150000.000000 8.0000000000
2200000.000000 9.5238095238
2250000.000000 8.4507042254
2300000.000000 8.8235294118
2350000.000000 9.5238095238
2400000.000000 9.6774193548
2450000.000000 9.3750000000
2500000.000000 9.3750000000
2550000.000000 9.6774193548
2600000.000000 10.0000000000
2650000.000000 10.7142857143
2700000.000000 12.0000000000
2750000.000000 9.5238095238
2800000.000000 10.9090909091
2850000.000000 10.0000000000
2900000.000000 10.5263157895
2950000.000000 12.7659574468
3000000.000000 10.9090909091
3050000.000000 12.7659574468
3100000.000000 12.2448979592
3150000.000000 9.8360655738
3200000.000000 9.3750000000
3250000.000000 10.1694915254
3300000.000000 10.0000000000
3350000.000000 9.3750000000
3400000.000000 10.9090909091
3450000.000000 9.3750000000
3500000.000000 10.3448275862
3550000.000000 10.5263157895
3600000.000000 11.7647058824
3650000.000000 10.1694915254
3700000.000000 9.8360655738
3750000.000000 11.1111111111
3800000.000000 8.9552238806
3850000.000000 9.5238095238
3900000.000000 9.5238095238
3950000.000000 9.5238095238
4000000.000000 10.0000000000
4050000.000000 9.0909090909
4100000.000000 9.0909090909
4150000.000000 10.9090909091
4200000.000000 11.3207547170
4250000.000000 11.3207547170
4300000.000000 10.9090909091
4350000.000000 12.5000000000
4400000.000000 10.0000000000
4450000.000000 10.9090909091
4500000.000000 10.5263157895
4550000.000000 10.7142857143
4600000.000000 11.5384615385
4650000.000000 11.3207547170
4700000.000000 11.5384615385
4750000.000000 9.3750000000
4800000.000000 9.0909090909
4850000.000000 10.5263157895
4900000.000000 9.0909090909
4950000.000000 8.5714285714
5000000.000000 8.4507042254
5050000.000000 9.2307692308
