# cluster_size probability
1.000000000000000000e+00 7.486493309770260174e-01
2.000000000000000000e+00 1.324917950012623191e-01
3.000000000000000000e+00 3.998990154001514502e-02
4.000000000000000000e+00 1.514768997727846539e-02
5.000000000000000000e+00 6.412522090381216761e-03
6.000000000000000000e+00 3.181014895228477524e-03
7.000000000000000000e+00 1.666245897500631115e-03
8.000000000000000000e+00 9.088613986367079104e-04
9.000000000000000000e+00 7.573844988639232044e-04
1.000000000000000000e+01 4.544306993183539552e-04
1.200000000000000000e+01 2.019691996970462023e-04
1.300000000000000000e+01 5.049229992426155058e-05
1.600000000000000000e+01 5.049229992426155058e-05
1.700000000000000000e+01 5.049229992426155058e-05
1.800000000000000000e+01 5.049229992426155058e-05
1.900000000000000000e+01 1.009845998485231012e-04
2.000000000000000000e+01 5.049229992426155058e-05
2.100000000000000000e+01 1.514768997727846517e-04
2.200000000000000000e+01 3.534460994698308540e-04
2.300000000000000000e+01 3.029537995455693035e-04
2.400000000000000000e+01 2.524614996213077529e-04
2.500000000000000000e+01 1.009845998485231012e-04
2.600000000000000000e+01 2.019691996970462023e-04
2.700000000000000000e+01 2.019691996970462023e-04
2.800000000000000000e+01 2.019691996970462023e-04
2.900000000000000000e+01 4.039383993940924046e-04
3.000000000000000000e+01 1.161322898258015717e-03
3.100000000000000000e+01 9.593536985609694067e-04
3.200000000000000000e+01 8.583690987124463056e-04
3.300000000000000000e+01 8.078767987881848092e-04
3.400000000000000000e+01 5.049229992426155058e-04
3.500000000000000000e+01 7.573844988639232044e-04
3.600000000000000000e+01 4.544306993183539552e-04
3.700000000000000000e+01 4.544306993183539552e-04
3.800000000000000000e+01 2.019691996970462023e-04
3.900000000000000000e+01 1.009845998485231012e-04
4.000000000000000000e+01 1.009845998485231012e-04
4.100000000000000000e+01 2.524614996213077529e-04
4.300000000000000000e+01 5.049229992426155058e-05
4.400000000000000000e+01 1.009845998485231012e-04
4.600000000000000000e+01 1.009845998485231012e-04
4.700000000000000000e+01 4.039383993940924046e-04
4.800000000000000000e+01 3.029537995455693035e-04
4.900000000000000000e+01 1.009845998485231012e-04
5.000000000000000000e+01 2.019691996970462023e-04
5.100000000000000000e+01 1.009845998485231012e-04
5.200000000000000000e+01 1.514768997727846517e-04
5.300000000000000000e+01 1.514768997727846517e-04
5.400000000000000000e+01 3.029537995455693035e-04
5.500000000000000000e+01 1.514768997727846517e-04
5.600000000000000000e+01 1.009845998485231012e-04
5.700000000000000000e+01 1.009845998485231012e-04
5.800000000000000000e+01 2.524614996213077529e-04
5.900000000000000000e+01 6.059075990911386069e-04
6.000000000000000000e+01 6.059075990911386069e-04
6.100000000000000000e+01 8.078767987881848092e-04
6.200000000000000000e+01 5.049229992426155058e-04
6.300000000000000000e+01 4.544306993183539552e-04
6.400000000000000000e+01 7.068921989396617081e-04
6.500000000000000000e+01 6.059075990911386069e-04
6.600000000000000000e+01 7.068921989396617081e-04
6.700000000000000000e+01 2.019691996970462023e-04
6.800000000000000000e+01 3.534460994698308540e-04
6.900000000000000000e+01 2.019691996970462023e-04
7.000000000000000000e+01 4.039383993940924046e-04
7.100000000000000000e+01 7.573844988639232044e-04
7.200000000000000000e+01 3.534460994698308540e-04
7.300000000000000000e+01 2.524614996213077529e-04
7.400000000000000000e+01 4.039383993940924046e-04
7.500000000000000000e+01 7.068921989396617081e-04
7.600000000000000000e+01 6.563998990154001033e-04
7.700000000000000000e+01 7.573844988639232044e-04
7.800000000000000000e+01 8.583690987124463056e-04
7.900000000000000000e+01 8.078767987881848092e-04
8.000000000000000000e+01 1.110830598333754004e-03
8.100000000000000000e+01 5.554152991668770021e-04
8.200000000000000000e+01 4.039383993940924046e-04
8.300000000000000000e+01 3.029537995455693035e-04
8.400000000000000000e+01 2.019691996970462023e-04
8.500000000000000000e+01 1.009845998485231012e-04
8.600000000000000000e+01 1.009845998485231012e-04
8.900000000000000000e+01 1.009845998485231012e-04
9.000000000000000000e+01 2.019691996970462023e-04
9.100000000000000000e+01 4.039383993940924046e-04
9.200000000000000000e+01 1.009845998485231012e-04
9.300000000000000000e+01 2.524614996213077529e-04
9.400000000000000000e+01 2.019691996970462023e-04
9.500000000000000000e+01 2.019691996970462023e-04
9.600000000000000000e+01 5.049229992426155058e-05
9.800000000000000000e+01 1.009845998485231012e-04
1.000000000000000000e+02 5.049229992426155058e-05
1.020000000000000000e+02 5.049229992426155058e-05
1.030000000000000000e+02 5.049229992426155058e-05
1.200000000000000000e+02 5.049229992426155058e-05
1.240000000000000000e+02 5.049229992426155058e-05
1.250000000000000000e+02 5.049229992426155058e-05
1.260000000000000000e+02 2.019691996970462023e-04
1.270000000000000000e+02 2.019691996970462023e-04
1.280000000000000000e+02 1.514768997727846517e-04
1.300000000000000000e+02 5.049229992426155058e-05
1.320000000000000000e+02 5.049229992426155058e-05
1.330000000000000000e+02 5.049229992426155058e-05
1.340000000000000000e+02 1.009845998485231012e-04
1.350000000000000000e+02 1.514768997727846517e-04
1.360000000000000000e+02 1.009845998485231012e-04
1.370000000000000000e+02 5.049229992426155058e-05
1.380000000000000000e+02 5.049229992426155058e-05
1.430000000000000000e+02 5.049229992426155058e-05
1.460000000000000000e+02 5.049229992426155058e-05
1.550000000000000000e+02 5.049229992426155058e-05
1.560000000000000000e+02 5.049229992426155058e-05
1.570000000000000000e+02 5.049229992426155058e-05
1.580000000000000000e+02 5.049229992426155058e-05
1.590000000000000000e+02 1.514768997727846517e-04
1.600000000000000000e+02 1.514768997727846517e-04
1.610000000000000000e+02 2.524614996213077529e-04
1.620000000000000000e+02 2.019691996970462023e-04
1.630000000000000000e+02 3.029537995455693035e-04
1.640000000000000000e+02 5.049229992426155058e-05
1.660000000000000000e+02 5.049229992426155058e-05
1.760000000000000000e+02 5.049229992426155058e-05
1.770000000000000000e+02 1.009845998485231012e-04
1.970000000000000000e+02 5.049229992426155058e-05
1.980000000000000000e+02 5.049229992426155058e-05
1.990000000000000000e+02 5.049229992426155058e-05
2.080000000000000000e+02 5.049229992426155058e-05
2.100000000000000000e+02 5.049229992426155058e-05
2.150000000000000000e+02 5.049229992426155058e-05
2.190000000000000000e+02 5.049229992426155058e-05
2.270000000000000000e+02 5.049229992426155058e-05
2.290000000000000000e+02 5.049229992426155058e-05
2.310000000000000000e+02 1.009845998485231012e-04
2.320000000000000000e+02 5.049229992426155058e-05
2.340000000000000000e+02 5.049229992426155058e-05
2.360000000000000000e+02 5.049229992426155058e-05
2.430000000000000000e+02 5.049229992426155058e-05
2.440000000000000000e+02 5.049229992426155058e-05
2.850000000000000000e+02 5.049229992426155058e-05
2.870000000000000000e+02 1.009845998485231012e-04
2.880000000000000000e+02 1.009845998485231012e-04
2.890000000000000000e+02 5.049229992426155058e-05
2.900000000000000000e+02 2.019691996970462023e-04
2.920000000000000000e+02 5.049229992426155058e-05
2.930000000000000000e+02 5.049229992426155058e-05
3.330000000000000000e+02 5.049229992426155058e-05
3.360000000000000000e+02 5.049229992426155058e-05
3.370000000000000000e+02 5.049229992426155058e-05
3.380000000000000000e+02 1.514768997727846517e-04
3.390000000000000000e+02 1.514768997727846517e-04
3.400000000000000000e+02 1.514768997727846517e-04
3.410000000000000000e+02 1.514768997727846517e-04
3.420000000000000000e+02 1.514768997727846517e-04
3.430000000000000000e+02 5.049229992426155058e-05
3.470000000000000000e+02 5.049229992426155058e-05
3.490000000000000000e+02 5.049229992426155058e-05
3.500000000000000000e+02 5.049229992426155058e-05
3.510000000000000000e+02 1.009845998485231012e-04
3.600000000000000000e+02 5.049229992426155058e-05
