# cluster_size probability
4.160000000000000000e+02 5.049229992426155058e-05
4.180000000000000000e+02 5.049229992426155058e-05
4.200000000000000000e+02 5.049229992426155058e-05
4.210000000000000000e+02 1.009845998485231012e-04
4.220000000000000000e+02 1.009845998485231012e-04
4.230000000000000000e+02 1.009845998485231012e-04
4.260000000000000000e+02 1.514768997727846517e-04
4.270000000000000000e+02 1.514768997727846517e-04
4.280000000000000000e+02 1.009845998485231012e-04
4.290000000000000000e+02 3.029537995455693035e-04
4.310000000000000000e+02 5.049229992426155058e-05
4.320000000000000000e+02 1.514768997727846517e-04
4.330000000000000000e+02 1.514768997727846517e-04
4.340000000000000000e+02 2.524614996213077529e-04
4.350000000000000000e+02 5.049229992426155058e-05
4.360000000000000000e+02 2.019691996970462023e-04
4.370000000000000000e+02 1.514768997727846517e-04
4.380000000000000000e+02 4.544306993183539552e-04
4.390000000000000000e+02 4.039383993940924046e-04
4.400000000000000000e+02 5.049229992426155058e-04
4.410000000000000000e+02 1.514768997727846517e-04
4.420000000000000000e+02 1.009845998485231012e-04
4.430000000000000000e+02 2.019691996970462023e-04
4.440000000000000000e+02 1.514768997727846517e-04
4.450000000000000000e+02 5.049229992426155058e-05
4.460000000000000000e+02 2.524614996213077529e-04
4.470000000000000000e+02 1.009845998485231012e-04
4.480000000000000000e+02 1.514768997727846517e-04
4.490000000000000000e+02 2.019691996970462023e-04
4.500000000000000000e+02 1.514768997727846517e-04
4.520000000000000000e+02 1.514768997727846517e-04
4.530000000000000000e+02 3.029537995455693035e-04
4.540000000000000000e+02 2.019691996970462023e-04
4.550000000000000000e+02 5.554152991668770021e-04
4.560000000000000000e+02 4.039383993940924046e-04
4.570000000000000000e+02 4.039383993940924046e-04
4.580000000000000000e+02 2.019691996970462023e-04
4.590000000000000000e+02 6.059075990911386069e-04
4.600000000000000000e+02 3.534460994698308540e-04
4.610000000000000000e+02 3.029537995455693035e-04
4.620000000000000000e+02 3.029537995455693035e-04
4.630000000000000000e+02 2.019691996970462023e-04
4.640000000000000000e+02 1.514768997727846517e-04
4.650000000000000000e+02 2.019691996970462023e-04
4.660000000000000000e+02 2.019691996970462023e-04
4.670000000000000000e+02 5.049229992426155058e-05
4.680000000000000000e+02 1.009845998485231012e-04
4.690000000000000000e+02 5.049229992426155058e-05
4.700000000000000000e+02 5.049229992426155058e-05
4.730000000000000000e+02 5.049229992426155058e-05
4.740000000000000000e+02 1.009845998485231012e-04
4.750000000000000000e+02 5.049229992426155058e-05
4.760000000000000000e+02 2.019691996970462023e-04
4.770000000000000000e+02 1.009845998485231012e-04
4.780000000000000000e+02 5.049229992426155058e-05
4.830000000000000000e+02 5.049229992426155058e-05
4.920000000000000000e+02 5.049229992426155058e-05
4.990000000000000000e+02 5.049229992426155058e-05
5.010000000000000000e+02 5.049229992426155058e-05
5.030000000000000000e+02 5.049229992426155058e-05
5.170000000000000000e+02 5.049229992426155058e-05
5.210000000000000000e+02 5.049229992426155058e-05
5.220000000000000000e+02 5.049229992426155058e-05
5.280000000000000000e+02 1.009845998485231012e-04
5.290000000000000000e+02 1.009845998485231012e-04
5.310000000000000000e+02 5.049229992426155058e-05
5.320000000000000000e+02 5.049229992426155058e-05
5.330000000000000000e+02 3.029537995455693035e-04
5.340000000000000000e+02 2.019691996970462023e-04
5.350000000000000000e+02 3.534460994698308540e-04
5.360000000000000000e+02 2.019691996970462023e-04
5.370000000000000000e+02 2.019691996970462023e-04
5.380000000000000000e+02 2.019691996970462023e-04
5.390000000000000000e+02 2.524614996213077529e-04
5.400000000000000000e+02 2.524614996213077529e-04
5.410000000000000000e+02 5.049229992426155058e-05
5.420000000000000000e+02 1.514768997727846517e-04
5.430000000000000000e+02 2.019691996970462023e-04
5.440000000000000000e+02 5.049229992426155058e-05
5.450000000000000000e+02 4.039383993940924046e-04
5.460000000000000000e+02 4.039383993940924046e-04
5.470000000000000000e+02 1.009845998485231012e-04
5.480000000000000000e+02 3.534460994698308540e-04
5.490000000000000000e+02 3.534460994698308540e-04
5.500000000000000000e+02 2.524614996213077529e-04
5.510000000000000000e+02 4.039383993940924046e-04
5.520000000000000000e+02 3.029537995455693035e-04
5.530000000000000000e+02 1.514768997727846517e-04
5.540000000000000000e+02 1.009845998485231012e-04
5.550000000000000000e+02 1.009845998485231012e-04
5.570000000000000000e+02 5.049229992426155058e-05
5.920000000000000000e+02 5.049229992426155058e-05
