# time cluster_size count
50000.000000 2 1
50000.000000 598 1
100000.000000 1 2
100000.000000 2 2
100000.000000 594 1
150000.000000 1 8
150000.000000 8 1
150000.000000 584 1
200000.000000 1 11
200000.000000 2 1
200000.000000 6 1
200000.000000 581 1
250000.000000 1 15
250000.000000 2 2
250000.000000 4 1
250000.000000 577 1
300000.000000 1 18
300000.000000 2 1
300000.000000 580 1
350000.000000 1 15
350000.000000 2 3
350000.000000 4 1
350000.000000 11 1
350000.000000 564 1
400000.000000 1 18
400000.000000 2 3
400000.000000 3 1
400000.000000 573 1
450000.000000 1 23
450000.000000 2 4
450000.000000 3 1
450000.000000 4 2
450000.000000 558 1
500000.000000 1 22
500000.000000 2 3
500000.000000 3 2
500000.000000 5 1
500000.000000 6 1
500000.000000 555 1
550000.000000 1 25
550000.000000 2 4
550000.000000 5 1
550000.000000 562 1
600000.000000 1 25
600000.000000 2 2
600000.000000 3 1
600000.000000 9 1
600000.000000 10 1
600000.000000 549 1
650000.000000 1 27
650000.000000 2 1
650000.000000 3 2
650000.000000 12 1
650000.000000 553 1
700000.000000 1 23
700000.000000 2 5
700000.000000 3 1
700000.000000 13 1
700000.000000 31 1
700000.000000 520 1
750000.000000 1 27
750000.000000 2 7
750000.000000 3 1
750000.000000 556 1
800000.000000 1 28
800000.000000 2 4
800000.000000 3 4
800000.000000 11 1
800000.000000 29 1
800000.000000 512 1
850000.000000 1 39
850000.000000 2 4
850000.000000 3 2
850000.000000 10 1
850000.000000 537 1
900000.000000 1 30
900000.000000 2 5
900000.000000 3 3
900000.000000 4 2
900000.000000 11 1
900000.000000 27 1
900000.000000 505 1
950000.000000 1 32
950000.000000 2 3
950000.000000 3 5
950000.000000 4 1
950000.000000 5 1
950000.000000 14 1
950000.000000 28 1
950000.000000 496 1
1000000.000000 1 38
1000000.000000 2 5
1000000.000000 3 3
1000000.000000 4 1
1000000.000000 13 1
1000000.000000 24 1
1000000.000000 502 1
1050000.000000 1 45
1050000.000000 2 6
1050000.000000 3 1
1050000.000000 17 1
1050000.000000 523 1
1100000.000000 1 39
1100000.000000 2 12
1100000.000000 3 2
1100000.000000 5 1
1100000.000000 8 1
1100000.000000 22 1
1100000.000000 496 1
1150000.000000 1 37
1150000.000000 2 4
1150000.000000 3 1
1150000.000000 4 1
1150000.000000 548 1
1200000.000000 1 30
1200000.000000 2 5
1200000.000000 3 3
1200000.000000 4 2
1200000.000000 14 1
1200000.000000 23 1
1200000.000000 506 1
1250000.000000 1 31
1250000.000000 2 7
1250000.000000 3 3
1250000.000000 4 1
1250000.000000 14 1
1250000.000000 26 1
1250000.000000 502 1
1300000.000000 1 31
1300000.000000 2 7
1300000.000000 3 3
1300000.000000 4 1
1300000.000000 15 1
1300000.000000 27 1
1300000.000000 500 1
1350000.000000 1 27
1350000.000000 2 8
1350000.000000 3 4
1350000.000000 4 1
1350000.000000 15 1
1350000.000000 24 1
1350000.000000 502 1
1400000.000000 1 26
1400000.000000 2 9
1400000.000000 3 3
1400000.000000 16 1
1400000.000000 20 1
1400000.000000 511 1
1450000.000000 1 28
1450000.000000 2 7
1450000.000000 3 1
1450000.000000 15 1
1450000.000000 22 1
1450000.000000 518 1
1500000.000000 1 28
1500000.000000 2 5
1500000.000000 3 3
1500000.000000 4 1
1500000.000000 39 1
1500000.000000 510 1
1550000.000000 1 33
1550000.000000 2 6
1550000.000000 3 1
1550000.000000 4 1
1550000.000000 6 1
1550000.000000 36 1
1550000.000000 506 1
1600000.000000 1 35
1600000.000000 2 3
1600000.000000 4 1
1600000.000000 5 1
1600000.000000 6 1
1600000.000000 7 1
1600000.000000 537 1
1650000.000000 1 38
1650000.000000 2 5
1650000.000000 3 2
1650000.000000 5 1
1650000.000000 541 1
1700000.000000 1 36
1700000.000000 2 6
1700000.000000 3 2
1700000.000000 32 1
1700000.000000 514 1
1750000.000000 1 39
1750000.000000 2 8
1750000.000000 3 1
1750000.000000 35 1
1750000.000000 507 1
1800000.000000 1 37
1800000.000000 2 9
1800000.000000 3 3
1800000.000000 34 1
1800000.000000 502 1
1850000.000000 1 37
1850000.000000 2 10
1850000.000000 3 1
1850000.000000 33 1
1850000.000000 507 1
1900000.000000 1 46
1900000.000000 2 7
1900000.000000 4 1
1900000.000000 35 1
1900000.000000 501 1
1950000.000000 1 29
1950000.000000 2 9
1950000.000000 3 3
1950000.000000 37 1
1950000.000000 507 1
2000000.000000 1 29
2000000.000000 2 7
2000000.000000 3 1
2000000.000000 4 1
2000000.000000 6 1
2000000.000000 35 1
2000000.000000 509 1
2050000.000000 1 35
2050000.000000 2 7
2050000.000000 3 1
2050000.000000 94 1
2050000.000000 454 1
2100000.000000 1 41
2100000.000000 2 6
2100000.000000 4 1
2100000.000000 34 1
2100000.000000 94 1
2100000.000000 415 1
2150000.000000 1 36
2150000.000000 2 3
2150000.000000 3 4
2150000.000000 4 1
2150000.000000 32 1
2150000.000000 510 1
2200000.000000 1 31
2200000.000000 2 10
2200000.000000 3 1
2200000.000000 5 1
2200000.000000 29 1
2200000.000000 92 1
2200000.000000 420 1
2250000.000000 1 31
2250000.000000 2 8
2250000.000000 3 5
2250000.000000 4 1
2250000.000000 29 1
2250000.000000 505 1
2300000.000000 1 35
2300000.000000 2 8
2300000.000000 3 1
2300000.000000 4 2
2300000.000000 5 1
2300000.000000 533 1
2350000.000000 1 39
2350000.000000 2 9
2350000.000000 3 1
2350000.000000 4 3
2350000.000000 11 1
2350000.000000 19 1
2350000.000000 498 1
2400000.000000 1 38
2400000.000000 2 7
2400000.000000 3 3
2400000.000000 4 1
2400000.000000 9 1
2400000.000000 20 1
2400000.000000 506 1
2450000.000000 1 36
2450000.000000 2 10
2450000.000000 3 3
2450000.000000 4 1
2450000.000000 5 2
2450000.000000 9 1
2450000.000000 105 1
2450000.000000 407 1
2500000.000000 1 52
2500000.000000 2 6
2500000.000000 3 2
2500000.000000 5 1
2500000.000000 6 1
2500000.000000 519 1
2550000.000000 1 38
2550000.000000 2 14
2550000.000000 5 1
2550000.000000 7 1
2550000.000000 9 1
2550000.000000 99 1
2550000.000000 414 1
2600000.000000 1 47
2600000.000000 2 9
2600000.000000 3 3
2600000.000000 110 1
2600000.000000 416 1
2650000.000000 1 45
2650000.000000 2 6
2650000.000000 3 3
2650000.000000 4 1
2650000.000000 109 1
2650000.000000 421 1
2700000.000000 1 41
2700000.000000 2 8
2700000.000000 3 2
2700000.000000 4 2
2700000.000000 17 1
2700000.000000 92 1
2700000.000000 420 1
2750000.000000 1 48
2750000.000000 2 5
2750000.000000 3 1
2750000.000000 4 1
2750000.000000 19 1
2750000.000000 93 1
2750000.000000 423 1
2800000.000000 1 39
2800000.000000 2 10
2800000.000000 3 4
2800000.000000 15 1
2800000.000000 90 1
2800000.000000 424 1
2850000.000000 1 37
2850000.000000 2 4
2850000.000000 3 2
2850000.000000 4 2
2850000.000000 17 1
2850000.000000 94 1
2850000.000000 430 1
2900000.000000 1 45
2900000.000000 2 9
2900000.000000 3 1
2900000.000000 16 1
2900000.000000 89 1
2900000.000000 429 1
2950000.000000 1 38
2950000.000000 2 12
2950000.000000 538 1
3000000.000000 1 43
3000000.000000 2 10
3000000.000000 3 1
3000000.000000 16 1
3000000.000000 89 1
3000000.000000 429 1
3050000.000000 1 53
3050000.000000 2 7
3050000.000000 3 2
3050000.000000 527 1
3100000.000000 1 44
3100000.000000 2 7
3100000.000000 4 1
3100000.000000 93 1
3100000.000000 445 1
3150000.000000 1 37
3150000.000000 2 7
3150000.000000 4 2
3150000.000000 16 1
3150000.000000 94 1
3150000.000000 431 1
3200000.000000 1 40
3200000.000000 2 10
3200000.000000 3 2
3200000.000000 13 1
3200000.000000 96 1
3200000.000000 425 1
