# cluster_size probability
1.000000000000000000e+00 7.579075425790754439e-01
2.000000000000000000e+00 1.368145236758375460e-01
3.000000000000000000e+00 4.407636159460977254e-02
4.000000000000000000e+00 1.632977727868238985e-02
5.000000000000000000e+00 7.299270072992700489e-03
6.000000000000000000e+00 3.275313494291596551e-03
7.000000000000000000e+00 1.637656747145798276e-03
8.000000000000000000e+00 1.216545012165450154e-03
9.000000000000000000e+00 6.550626988583192886e-04
1.000000000000000000e+01 5.146921205315365452e-04
1.100000000000000000e+01 7.018528916339135003e-04
1.200000000000000000e+01 3.743215422047539102e-04
1.300000000000000000e+01 3.275313494291596443e-04
1.400000000000000000e+01 4.679019277559423335e-04
1.500000000000000000e+01 3.743215422047539102e-04
1.600000000000000000e+01 3.275313494291596443e-04
1.700000000000000000e+01 1.871607711023769551e-04
1.800000000000000000e+01 1.871607711023769551e-04
1.900000000000000000e+01 1.871607711023769551e-04
2.000000000000000000e+01 1.871607711023769551e-04
2.200000000000000000e+01 1.403705783267827163e-04
2.300000000000000000e+01 9.358038555118847754e-05
2.400000000000000000e+01 9.358038555118847754e-05
2.600000000000000000e+01 9.358038555118847754e-05
2.700000000000000000e+01 1.871607711023769551e-04
2.800000000000000000e+01 4.679019277559423877e-05
2.900000000000000000e+01 1.403705783267827163e-04
3.100000000000000000e+01 4.679019277559423877e-05
3.200000000000000000e+01 9.358038555118847754e-05
3.300000000000000000e+01 4.679019277559423877e-05
3.400000000000000000e+01 1.403705783267827163e-04
3.500000000000000000e+01 1.871607711023769551e-04
3.600000000000000000e+01 4.679019277559423877e-05
3.700000000000000000e+01 1.403705783267827163e-04
3.900000000000000000e+01 4.679019277559423877e-05
4.100000000000000000e+01 4.679019277559423877e-05
4.200000000000000000e+01 9.358038555118847754e-05
4.400000000000000000e+01 1.871607711023769551e-04
4.500000000000000000e+01 4.679019277559423877e-05
4.600000000000000000e+01 9.358038555118847754e-05
4.700000000000000000e+01 9.358038555118847754e-05
4.900000000000000000e+01 4.679019277559423877e-05
5.000000000000000000e+01 4.679019277559423877e-05
5.100000000000000000e+01 9.358038555118847754e-05
5.200000000000000000e+01 1.403705783267827163e-04
5.300000000000000000e+01 4.679019277559423877e-05
5.400000000000000000e+01 4.679019277559423877e-05
5.500000000000000000e+01 9.358038555118847754e-05
5.600000000000000000e+01 9.358038555118847754e-05
5.700000000000000000e+01 1.403705783267827163e-04
5.800000000000000000e+01 1.871607711023769551e-04
5.900000000000000000e+01 1.403705783267827163e-04
6.000000000000000000e+01 1.403705783267827163e-04
6.100000000000000000e+01 1.403705783267827163e-04
6.200000000000000000e+01 1.871607711023769551e-04
6.300000000000000000e+01 4.679019277559423877e-05
6.400000000000000000e+01 1.403705783267827163e-04
6.500000000000000000e+01 1.403705783267827163e-04
6.800000000000000000e+01 4.679019277559423877e-05
