# cluster_size probability
6.900000000000000000e+01 1.403705783267827163e-04
7.100000000000000000e+01 4.679019277559423877e-05
7.200000000000000000e+01 1.871607711023769551e-04
7.400000000000000000e+01 1.871607711023769551e-04
7.500000000000000000e+01 3.275313494291596443e-04
7.600000000000000000e+01 4.679019277559423877e-05
7.700000000000000000e+01 1.871607711023769551e-04
7.800000000000000000e+01 1.403705783267827163e-04
7.900000000000000000e+01 1.871607711023769551e-04
8.000000000000000000e+01 1.403705783267827163e-04
8.100000000000000000e+01 1.403705783267827163e-04
8.200000000000000000e+01 4.679019277559423877e-05
8.300000000000000000e+01 9.358038555118847754e-05
8.500000000000000000e+01 1.403705783267827163e-04
8.600000000000000000e+01 4.679019277559423877e-05
8.700000000000000000e+01 2.339509638779711668e-04
8.800000000000000000e+01 1.871607711023769551e-04
8.900000000000000000e+01 2.339509638779711668e-04
9.000000000000000000e+01 1.403705783267827163e-04
9.100000000000000000e+01 9.358038555118847754e-05
9.200000000000000000e+01 1.403705783267827163e-04
9.300000000000000000e+01 3.743215422047539102e-04
9.400000000000000000e+01 2.339509638779711668e-04
9.500000000000000000e+01 4.679019277559423877e-05
9.600000000000000000e+01 4.679019277559423877e-05
9.700000000000000000e+01 9.358038555118847754e-05
9.900000000000000000e+01 9.358038555118847754e-05
1.010000000000000000e+02 4.679019277559423877e-05
1.050000000000000000e+02 4.679019277559423877e-05
1.090000000000000000e+02 4.679019277559423877e-05
1.100000000000000000e+02 4.679019277559423877e-05
1.140000000000000000e+02 4.679019277559423877e-05
4.070000000000000000e+02 4.679019277559423877e-05
4.100000000000000000e+02 4.679019277559423877e-05
4.140000000000000000e+02 1.871607711023769551e-04
4.150000000000000000e+02 4.679019277559423877e-05
4.160000000000000000e+02 9.358038555118847754e-05
4.170000000000000000e+02 9.358038555118847754e-05
4.180000000000000000e+02 4.679019277559423877e-05
4.200000000000000000e+02 2.339509638779711668e-04
4.210000000000000000e+02 1.403705783267827163e-04
4.220000000000000000e+02 4.679019277559423877e-05
4.230000000000000000e+02 1.871607711023769551e-04
4.240000000000000000e+02 2.807411566535654326e-04
4.250000000000000000e+02 1.403705783267827163e-04
4.260000000000000000e+02 4.679019277559423877e-05
4.270000000000000000e+02 2.339509638779711668e-04
4.280000000000000000e+02 1.403705783267827163e-04
4.290000000000000000e+02 1.871607711023769551e-04
4.300000000000000000e+02 1.403705783267827163e-04
4.310000000000000000e+02 4.679019277559423877e-05
4.320000000000000000e+02 1.871607711023769551e-04
4.340000000000000000e+02 4.679019277559423877e-05
4.350000000000000000e+02 4.679019277559423877e-05
4.370000000000000000e+02 4.679019277559423877e-05
4.420000000000000000e+02 1.403705783267827163e-04
4.450000000000000000e+02 4.679019277559423877e-05
4.470000000000000000e+02 4.679019277559423877e-05
4.480000000000000000e+02 1.403705783267827163e-04
4.490000000000000000e+02 1.403705783267827163e-04
4.500000000000000000e+02 2.339509638779711668e-04
4.510000000000000000e+02 2.807411566535654326e-04
4.520000000000000000e+02 9.358038555118847754e-05
4.530000000000000000e+02 2.807411566535654326e-04
4.540000000000000000e+02 4.679019277559423877e-05
4.550000000000000000e+02 3.275313494291596443e-04
4.560000000000000000e+02 2.807411566535654326e-04
4.570000000000000000e+02 1.871607711023769551e-04
4.580000000000000000e+02 9.358038555118847754e-05
4.590000000000000000e+02 2.339509638779711668e-04
4.600000000000000000e+02 1.403705783267827163e-04
4.610000000000000000e+02 1.871607711023769551e-04
4.630000000000000000e+02 4.679019277559423877e-05
4.640000000000000000e+02 9.358038555118847754e-05
4.710000000000000000e+02 4.679019277559423877e-05
4.720000000000000000e+02 9.358038555118847754e-05
4.730000000000000000e+02 4.679019277559423877e-05
4.750000000000000000e+02 9.358038555118847754e-05
4.760000000000000000e+02 4.679019277559423877e-05
4.770000000000000000e+02 1.871607711023769551e-04
4.780000000000000000e+02 4.679019277559423877e-05
4.800000000000000000e+02 1.403705783267827163e-04
4.810000000000000000e+02 4.679019277559423877e-05
4.840000000000000000e+02 4.679019277559423877e-05
4.860000000000000000e+02 9.358038555118847754e-05
4.870000000000000000e+02 4.679019277559423877e-05
4.960000000000000000e+02 9.358038555118847754e-05
4.970000000000000000e+02 9.358038555118847754e-05
4.980000000000000000e+02 4.679019277559423877e-05
5.000000000000000000e+02 9.358038555118847754e-05
5.010000000000000000e+02 9.358038555118847754e-05
5.020000000000000000e+02 2.807411566535654326e-04
5.030000000000000000e+02 9.358038555118847754e-05
5.040000000000000000e+02 4.679019277559423877e-05
5.050000000000000000e+02 1.403705783267827163e-04
5.060000000000000000e+02 2.339509638779711668e-04
5.070000000000000000e+02 1.403705783267827163e-04
5.080000000000000000e+02 1.871607711023769551e-04
5.090000000000000000e+02 9.358038555118847754e-05
5.100000000000000000e+02 9.358038555118847754e-05
5.110000000000000000e+02 4.679019277559423877e-05
5.120000000000000000e+02 1.871607711023769551e-04
5.130000000000000000e+02 1.871607711023769551e-04
5.140000000000000000e+02 3.743215422047539102e-04
5.150000000000000000e+02 1.403705783267827163e-04
5.170000000000000000e+02 1.403705783267827163e-04
5.180000000000000000e+02 2.339509638779711668e-04
5.190000000000000000e+02 3.743215422047539102e-04
5.200000000000000000e+02 1.403705783267827163e-04
5.210000000000000000e+02 2.339509638779711668e-04
5.220000000000000000e+02 1.871607711023769551e-04
5.230000000000000000e+02 2.807411566535654326e-04
5.240000000000000000e+02 2.807411566535654326e-04
5.250000000000000000e+02 1.871607711023769551e-04
5.260000000000000000e+02 3.743215422047539102e-04
5.270000000000000000e+02 4.679019277559423335e-04
5.280000000000000000e+02 4.679019277559423335e-04
5.290000000000000000e+02 6.082725060827250769e-04
5.300000000000000000e+02 4.679019277559423335e-04
5.310000000000000000e+02 7.954332771851020320e-04
5.320000000000000000e+02 2.807411566535654326e-04
5.330000000000000000e+02 4.679019277559423335e-04
5.340000000000000000e+02 3.743215422047539102e-04
5.350000000000000000e+02 1.871607711023769551e-04
5.360000000000000000e+02 2.807411566535654326e-04
5.370000000000000000e+02 3.275313494291596443e-04
5.380000000000000000e+02 3.743215422047539102e-04
5.390000000000000000e+02 4.211117349803481218e-04
5.400000000000000000e+02 9.358038555118847754e-05
5.410000000000000000e+02 2.339509638779711668e-04
5.420000000000000000e+02 9.358038555118847754e-05
5.430000000000000000e+02 9.358038555118847754e-05
5.440000000000000000e+02 4.679019277559423877e-05
5.450000000000000000e+02 4.679019277559423877e-05
5.480000000000000000e+02 4.679019277559423877e-05
5.490000000000000000e+02 4.679019277559423877e-05
5.530000000000000000e+02 4.679019277559423877e-05
5.550000000000000000e+02 1.403705783267827163e-04
5.560000000000000000e+02 4.679019277559423877e-05
5.580000000000000000e+02 4.679019277559423877e-05
5.620000000000000000e+02 4.679019277559423877e-05
5.640000000000000000e+02 4.679019277559423877e-05
5.730000000000000000e+02 4.679019277559423877e-05
5.770000000000000000e+02 4.679019277559423877e-05
5.800000000000000000e+02 4.679019277559423877e-05
5.810000000000000000e+02 4.679019277559423877e-05
5.840000000000000000e+02 4.679019277559423877e-05
5.940000000000000000e+02 4.679019277559423877e-05
5.980000000000000000e+02 4.679019277559423877e-05
