# time cluster_size count
150000.000000 650 1
200000.000000 1 4
200000.000000 2 1
200000.000000 644 1
250000.000000 1 14
250000.000000 636 1
300000.000000 1 10
300000.000000 2 3
300000.000000 3 1
300000.000000 631 1
350000.000000 1 15
350000.000000 2 5
350000.000000 3 1
350000.000000 7 1
350000.000000 615 1
400000.000000 1 18
400000.000000 2 3
400000.000000 626 1
450000.000000 1 11
450000.000000 2 5
450000.000000 629 1
500000.000000 1 18
500000.000000 2 1
500000.000000 3 1
500000.000000 627 1
550000.000000 1 21
550000.000000 2 2
550000.000000 625 1
600000.000000 1 14
600000.000000 2 1
600000.000000 634 1
650000.000000 1 22
650000.000000 2 5
650000.000000 3 1
650000.000000 4 1
650000.000000 611 1
700000.000000 1 19
700000.000000 2 3
700000.000000 3 2
700000.000000 619 1
750000.000000 1 9
750000.000000 2 2
750000.000000 3 1
750000.000000 5 1
750000.000000 629 1
800000.000000 1 10
800000.000000 2 5
800000.000000 3 1
800000.000000 4 1
800000.000000 623 1
850000.000000 1 14
850000.000000 2 4
850000.000000 628 1
900000.000000 1 16
900000.000000 2 2
900000.000000 3 1
900000.000000 627 1
950000.000000 1 27
950000.000000 2 2
950000.000000 3 1
950000.000000 616 1
1000000.000000 1 16
1000000.000000 2 4
1000000.000000 3 4
1000000.000000 614 1
1050000.000000 1 15
1050000.000000 2 3
1050000.000000 3 1
1050000.000000 626 1
1100000.000000 1 20
1100000.000000 2 4
1100000.000000 622 1
1150000.000000 1 14
1150000.000000 2 3
1150000.000000 3 1
1150000.000000 627 1
1200000.000000 1 19
1200000.000000 2 1
1200000.000000 3 1
1200000.000000 626 1
1250000.000000 1 22
1250000.000000 2 3
1250000.000000 622 1
1300000.000000 1 22
1300000.000000 2 4
1300000.000000 3 1
1300000.000000 617 1
1350000.000000 1 16
1350000.000000 2 3
1350000.000000 3 1
1350000.000000 625 1
1400000.000000 1 21
1400000.000000 2 1
1400000.000000 627 1
1450000.000000 1 18
1450000.000000 2 2
1450000.000000 3 2
1450000.000000 622 1
1500000.000000 1 12
1500000.000000 2 1
1500000.000000 636 1
1550000.000000 1 12
1550000.000000 2 4
1550000.000000 630 1
1600000.000000 1 15
1600000.000000 2 2
1600000.000000 631 1
1650000.000000 1 15
1650000.000000 2 3
1650000.000000 629 1
1700000.000000 1 18
1700000.000000 2 1
1700000.000000 3 1
1700000.000000 627 1
1750000.000000 1 12
1750000.000000 2 4
1750000.000000 630 1
1800000.000000 1 11
1800000.000000 2 2
1800000.000000 3 3
1800000.000000 626 1
1850000.000000 1 18
1850000.000000 2 2
1850000.000000 628 1
1900000.000000 1 18
1900000.000000 2 2
1900000.000000 628 1
1950000.000000 1 12
1950000.000000 2 3
1950000.000000 3 1
1950000.000000 629 1
2000000.000000 1 20
2000000.000000 2 1
2000000.000000 3 1
2000000.000000 625 1
2050000.000000 1 20
2050000.000000 2 3
2050000.000000 624 1
2100000.000000 1 19
2100000.000000 2 2
2100000.000000 3 2
