# time largest_cluster_rg
150000.000000 14.6724927907
200000.000000 15.9076309902
250000.000000 16.1436666186
300000.000000 16.8319582912
350000.000000 18.5309171470
400000.000000 17.3608178254
450000.000000 24.8287902692
500000.000000 28.2937045441
550000.000000 28.7974620353
600000.000000 17.9541904997
650000.000000 17.5818896420
700000.000000 16.8131556946
750000.000000 16.6900445888
800000.000000 16.4082859498
850000.000000 16.6659592622
900000.000000 17.5681049832
950000.000000 17.5733127666
1000000.000000 17.2241396086
1050000.000000 16.2402832978
1100000.000000 15.6133015804
1150000.000000 15.8824879720
1200000.000000 15.8325690395
1250000.000000 16.2961134539
1300000.000000 15.5552084693
1350000.000000 15.4058428340
1400000.000000 15.3927841178
1450000.000000 15.7898466414
1500000.000000 16.4161590662
1550000.000000 15.6744292982
1600000.000000 15.9563561051
1650000.000000 15.9987835442
1700000.000000 16.3292404665
1750000.000000 16.0901264485
1800000.000000 16.4585433932
1850000.000000 16.0499636903
1900000.000000 16.3416273118
1950000.000000 16.4359853960
2000000.000000 16.2165970572
2050000.000000 17.3941067503
2100000.000000 16.9288621856
2150000.000000 18.8002879340
2200000.000000 16.9287969543
2250000.000000 17.0671826542
2300000.000000 16.7615054374
2350000.000000 16.2429716130
2400000.000000 16.7153182368
2450000.000000 17.9371333266
2500000.000000 19.1127950780
2550000.000000 21.0436904324
2600000.000000 19.8159915993
2650000.000000 18.7675240001
2700000.000000 18.2707496291
2750000.000000 20.8151408752
2800000.000000 20.9768344737
2850000.000000 24.2336637363
2900000.000000 26.8849613075
2950000.000000 27.1591220385
3000000.000000 25.3931953389
3050000.000000 26.2411664333
3100000.000000 25.2318457910
3150000.000000 25.0842684730
3200000.000000 22.5985270670
3250000.000000 21.0198819845
3300000.000000 18.7135884354
3350000.000000 20.1162727858
3400000.000000 23.9895652594
3450000.000000 27.7408321161
3500000.000000 18.3048603519
3550000.000000 26.2373841473
3600000.000000 20.0249774823
3650000.000000 27.4008909353
3700000.000000 25.3472224655
3750000.000000 31.3528847046
3800000.000000 27.2042603739
3850000.000000 27.8591986098
3900000.000000 26.9899790092
3950000.000000 27.6495780433
4000000.000000 20.8205882833
4050000.000000 28.3036481768
4100000.000000 20.4975957029
4150000.000000 39.6390975682
4200000.000000 25.9362776325
4250000.000000 23.5312228718
4300000.000000 22.4198880937
4350000.000000 22.9158665298
4400000.000000 22.4054656422
4450000.000000 26.5744625278
4500000.000000 29.8718885036
4550000.000000 26.6848640456
4600000.000000 22.0464593551
4650000.000000 28.7266339841
4700000.000000 30.5746963566
4750000.000000 19.9211886110
4800000.000000 28.3089561629
