Frame,Num_Receptors,LargestClusterSize,Fraction
0,300,158,0.5266666666666666
1,300,147,0.49
2,300,201,0.67
3,300,198,0.66
4,300,200,0.6666666666666666
5,300,247,0.8233333333333334
6,300,256,0.8533333333333334
7,300,252,0.84
8,300,248,0.8266666666666667
9,300,250,0.8333333333333334
10,300,242,0.8066666666666666
11,300,249,0.83
12,300,241,0.8033333333333333
13,300,259,0.8633333333333333
14,300,259,0.8633333333333333
15,300,257,0.8566666666666667
16,300,259,0.8633333333333333
17,300,268,0.8933333333333333
18,300,266,0.8866666666666667
19,300,260,0.8666666666666667
20,300,271,0.9033333333333333
21,300,259,0.8633333333333333
22,300,254,0.8466666666666667
23,300,259,0.8633333333333333
24,300,253,0.8433333333333334
25,300,259,0.8633333333333333
26,300,257,0.8566666666666667
27,300,245,0.8166666666666667
28,300,246,0.82
29,300,251,0.8366666666666667
30,300,248,0.8266666666666667
31,300,261,0.87
32,300,251,0.8366666666666667
33,300,268,0.8933333333333333
34,300,266,0.8866666666666667
35,300,253,0.8433333333333334
36,300,256,0.8533333333333334
37,300,258,0.86
38,300,252,0.84
39,300,261,0.87
40,300,249,0.83
41,300,261,0.87
42,300,266,0.8866666666666667
43,300,266,0.8866666666666667
44,300,261,0.87
45,300,251,0.8366666666666667
46,300,247,0.8233333333333334
47,300,241,0.8033333333333333
48,300,252,0.84
49,300,266,0.8866666666666667
50,300,263,0.8766666666666667
51,300,260,0.8666666666666667
52,300,261,0.87
53,300,250,0.8333333333333334
54,300,250,0.8333333333333334
55,300,257,0.8566666666666667
56,300,259,0.8633333333333333
57,300,265,0.8833333333333333
58,300,261,0.87
59,300,266,0.8866666666666667
60,300,248,0.8266666666666667
61,300,255,0.85
62,300,255,0.85
63,300,245,0.8166666666666667
64,300,252,0.84
65,300,259,0.8633333333333333
66,300,251,0.8366666666666667
67,300,261,0.87
68,300,262,0.8733333333333333
69,300,262,0.8733333333333333
70,300,262,0.8733333333333333
71,300,261,0.87
72,300,264,0.88
73,300,264,0.88
74,300,254,0.8466666666666667
75,300,257,0.8566666666666667
76,300,260,0.8666666666666667
77,300,256,0.8533333333333334
78,300,252,0.84
79,300,260,0.8666666666666667
80,300,266,0.8866666666666667
81,300,265,0.8833333333333333
82,300,249,0.83
83,300,258,0.86
84,300,264,0.88
85,300,256,0.8533333333333334
86,300,254,0.8466666666666667
87,300,253,0.8433333333333334
88,300,249,0.83
89,300,254,0.8466666666666667
90,300,244,0.8133333333333334
91,300,246,0.82
92,300,244,0.8133333333333334
93,300,254,0.8466666666666667
94,300,249,0.83
95,300,263,0.8766666666666667
96,300,257,0.8566666666666667
97,300,254,0.8466666666666667
98,300,247,0.8233333333333334
99,300,245,0.8166666666666667
100,300,252,0.84
101,300,260,0.8666666666666667
102,300,245,0.8166666666666667
103,300,257,0.8566666666666667
104,300,260,0.8666666666666667
105,300,259,0.8633333333333333
106,300,261,0.87
107,300,255,0.85
108,300,261,0.87
109,300,267,0.89
110,300,258,0.86
111,300,258,0.86
112,300,260,0.8666666666666667
113,300,260,0.8666666666666667
114,300,258,0.86
115,300,261,0.87
116,300,259,0.8633333333333333
117,300,252,0.84
118,300,254,0.8466666666666667
119,300,264,0.88
120,300,261,0.87
121,300,260,0.8666666666666667
122,300,266,0.8866666666666667
123,300,262,0.8733333333333333
124,300,258,0.86
125,300,260,0.8666666666666667
126,300,259,0.8633333333333333
127,300,265,0.8833333333333333
128,300,261,0.87
129,300,270,0.9
130,300,255,0.85
131,300,263,0.8766666666666667
132,300,269,0.8966666666666666
133,300,271,0.9033333333333333
134,300,264,0.88
135,300,270,0.9
136,300,271,0.9033333333333333
137,300,283,0.9433333333333334
138,300,266,0.8866666666666667
139,300,265,0.8833333333333333
140,300,268,0.8933333333333333
141,300,260,0.8666666666666667
142,300,262,0.8733333333333333
143,300,262,0.8733333333333333
144,300,252,0.84
145,300,260,0.8666666666666667
146,300,257,0.8566666666666667
147,300,263,0.8766666666666667
148,300,259,0.8633333333333333
149,300,246,0.82
150,300,253,0.8433333333333334
151,300,249,0.83
152,300,254,0.8466666666666667
153,300,264,0.88
154,300,263,0.8766666666666667
155,300,261,0.87
156,300,253,0.8433333333333334
157,300,255,0.85
158,300,252,0.84
159,300,260,0.8666666666666667
160,300,262,0.8733333333333333
161,300,270,0.9
162,300,260,0.8666666666666667
163,300,268,0.8933333333333333
164,300,256,0.8533333333333334
165,300,258,0.86
166,300,255,0.85
167,300,249,0.83
168,300,255,0.85
169,300,256,0.8533333333333334
170,300,259,0.8633333333333333
171,300,263,0.8766666666666667
172,300,264,0.88
173,300,256,0.8533333333333334
174,300,254,0.8466666666666667
175,300,261,0.87
176,300,253,0.8433333333333334
177,300,251,0.8366666666666667
178,300,252,0.84
179,300,256,0.8533333333333334
180,300,263,0.8766666666666667
181,300,256,0.8533333333333334
182,300,258,0.86
183,300,260,0.8666666666666667
184,300,265,0.8833333333333333
185,300,261,0.87
186,300,264,0.88
187,300,258,0.86
188,300,260,0.8666666666666667
189,300,270,0.9
190,300,262,0.8733333333333333
191,300,261,0.87
192,300,261,0.87
193,300,257,0.8566666666666667
194,300,258,0.86
195,300,257,0.8566666666666667
196,300,265,0.8833333333333333
197,300,260,0.8666666666666667
198,300,253,0.8433333333333334
199,300,254,0.8466666666666667
200,300,255,0.85
201,300,263,0.8766666666666667
202,300,255,0.85
203,300,253,0.8433333333333334
204,300,258,0.86
205,300,257,0.8566666666666667
206,300,262,0.8733333333333333
207,300,253,0.8433333333333334
208,300,258,0.86
209,300,244,0.8133333333333334
210,300,242,0.8066666666666666
211,300,241,0.8033333333333333
212,300,256,0.8533333333333334
213,300,254,0.8466666666666667
214,300,260,0.8666666666666667
215,300,270,0.9
216,300,267,0.89
217,300,250,0.8333333333333334
218,300,251,0.8366666666666667
219,300,253,0.8433333333333334
220,300,253,0.8433333333333334
221,300,255,0.85
222,300,255,0.85
223,300,264,0.88
224,300,260,0.8666666666666667
225,300,259,0.8633333333333333
226,300,257,0.8566666666666667
227,300,259,0.8633333333333333
228,300,251,0.8366666666666667
229,300,261,0.87
230,300,266,0.8866666666666667
231,300,250,0.8333333333333334
232,300,253,0.8433333333333334
233,300,266,0.8866666666666667
234,300,264,0.88
235,300,262,0.8733333333333333
236,300,264,0.88
237,300,266,0.8866666666666667
238,300,258,0.86
239,300,266,0.8866666666666667
240,300,263,0.8766666666666667
241,300,259,0.8633333333333333
242,300,252,0.84
243,300,241,0.8033333333333333
244,300,253,0.8433333333333334
245,300,246,0.82
246,300,245,0.8166666666666667
247,300,264,0.88
248,300,258,0.86
249,300,256,0.8533333333333334
250,300,252,0.84
251,300,256,0.8533333333333334
252,300,257,0.8566666666666667
253,300,257,0.8566666666666667
254,300,257,0.8566666666666667
255,300,265,0.8833333333333333
256,300,264,0.88
257,300,259,0.8633333333333333
258,300,265,0.8833333333333333
259,300,254,0.8466666666666667
260,300,264,0.88
261,300,258,0.86
262,300,252,0.84
263,300,262,0.8733333333333333
264,300,263,0.8766666666666667
265,300,263,0.8766666666666667
266,300,257,0.8566666666666667
267,300,252,0.84
268,300,259,0.8633333333333333
269,300,251,0.8366666666666667
270,300,268,0.8933333333333333
271,300,247,0.8233333333333334
272,300,256,0.8533333333333334
273,300,252,0.84
274,300,262,0.8733333333333333
275,300,258,0.86
276,300,262,0.8733333333333333
277,300,259,0.8633333333333333
278,300,265,0.8833333333333333
279,300,257,0.8566666666666667
280,300,247,0.8233333333333334
281,300,262,0.8733333333333333
282,300,262,0.8733333333333333
283,300,275,0.9166666666666666
284,300,267,0.89
285,300,276,0.92
286,300,267,0.89
287,300,264,0.88
288,300,261,0.87
289,300,260,0.8666666666666667
290,300,260,0.8666666666666667
291,300,258,0.86
292,300,255,0.85
293,300,249,0.83
294,300,251,0.8366666666666667
295,300,257,0.8566666666666667
296,300,260,0.8666666666666667
297,300,258,0.86
298,300,255,0.85
299,300,258,0.86
300,300,262,0.8733333333333333
301,300,266,0.8866666666666667
302,300,263,0.8766666666666667
303,300,254,0.8466666666666667
304,300,248,0.8266666666666667
305,300,255,0.85
306,300,249,0.83
307,300,254,0.8466666666666667
308,300,252,0.84
309,300,261,0.87
310,300,247,0.8233333333333334
311,300,256,0.8533333333333334
312,300,266,0.8866666666666667
313,300,266,0.8866666666666667
314,300,272,0.9066666666666666
315,300,273,0.91
316,300,271,0.9033333333333333
317,300,260,0.8666666666666667
318,300,253,0.8433333333333334
319,300,249,0.83
320,300,259,0.8633333333333333
321,300,246,0.82
322,300,260,0.8666666666666667
323,300,269,0.8966666666666666
324,300,261,0.87
325,300,259,0.8633333333333333
326,300,264,0.88
327,300,264,0.88
328,300,262,0.8733333333333333
329,300,269,0.8966666666666666
330,300,264,0.88
331,300,274,0.9133333333333333
332,300,264,0.88
333,300,273,0.91
334,300,259,0.8633333333333333
335,300,258,0.86
336,300,267,0.89
337,300,258,0.86
338,300,270,0.9
339,300,270,0.9
340,300,268,0.8933333333333333
341,300,250,0.8333333333333334
342,300,246,0.82
343,300,252,0.84
344,300,265,0.8833333333333333
345,300,267,0.89
346,300,267,0.89
347,300,256,0.8533333333333334
348,300,259,0.8633333333333333
349,300,268,0.8933333333333333
350,300,271,0.9033333333333333
351,300,264,0.88
352,300,273,0.91
353,300,260,0.8666666666666667
354,300,258,0.86
355,300,260,0.8666666666666667
356,300,258,0.86
357,300,261,0.87
358,300,266,0.8866666666666667
359,300,264,0.88
360,300,263,0.8766666666666667
361,300,255,0.85
362,300,252,0.84
363,300,262,0.8733333333333333
364,300,249,0.83
365,300,268,0.8933333333333333
366,300,249,0.83
367,300,249,0.83
368,300,264,0.88
369,300,256,0.8533333333333334
370,300,253,0.8433333333333334
371,300,257,0.8566666666666667
372,300,254,0.8466666666666667
373,300,257,0.8566666666666667
374,300,256,0.8533333333333334
375,300,260,0.8666666666666667
376,300,256,0.8533333333333334
377,300,252,0.84
378,300,251,0.8366666666666667
379,300,254,0.8466666666666667
380,300,252,0.84
381,300,253,0.8433333333333334
382,300,273,0.91
383,300,265,0.8833333333333333
384,300,253,0.8433333333333334
385,300,256,0.8533333333333334
386,300,257,0.8566666666666667
387,300,264,0.88
388,300,271,0.9033333333333333
389,300,255,0.85
390,300,268,0.8933333333333333
391,300,264,0.88
392,300,256,0.8533333333333334
393,300,268,0.8933333333333333
394,300,274,0.9133333333333333
395,300,269,0.8966666666666666
396,300,261,0.87
397,300,261,0.87
398,300,258,0.86
399,300,250,0.8333333333333334
