# time cluster_size count
50000.000000 1 3
50000.000000 2 1
50000.000000 595 1
100000.000000 1 11
100000.000000 2 2
100000.000000 25 1
100000.000000 36 1
100000.000000 524 1
150000.000000 1 10
150000.000000 2 1
150000.000000 3 1
150000.000000 585 1
200000.000000 1 12
200000.000000 2 3
200000.000000 24 1
200000.000000 558 1
250000.000000 1 15
250000.000000 2 2
250000.000000 4 1
250000.000000 20 1
250000.000000 26 1
250000.000000 42 1
250000.000000 61 1
250000.000000 428 1
300000.000000 1 17
300000.000000 2 4
300000.000000 17 1
300000.000000 25 1
300000.000000 105 1
300000.000000 428 1
350000.000000 1 27
350000.000000 3 1
350000.000000 16 1
350000.000000 26 1
350000.000000 207 1
350000.000000 321 1
400000.000000 1 25
400000.000000 2 1
400000.000000 3 1
400000.000000 17 1
400000.000000 23 1
400000.000000 40 1
400000.000000 490 1
450000.000000 1 21
450000.000000 2 4
450000.000000 15 1
450000.000000 25 1
450000.000000 38 1
450000.000000 105 1
450000.000000 167 1
450000.000000 221 1
500000.000000 1 30
500000.000000 2 4
500000.000000 4 1
500000.000000 117 1
500000.000000 441 1
550000.000000 1 19
550000.000000 2 3
550000.000000 3 1
550000.000000 27 1
550000.000000 117 1
550000.000000 428 1
600000.000000 1 26
600000.000000 2 2
600000.000000 3 1
600000.000000 13 1
600000.000000 26 1
600000.000000 103 1
600000.000000 205 1
600000.000000 220 1
650000.000000 1 22
650000.000000 2 5
650000.000000 3 2
650000.000000 12 1
650000.000000 27 1
650000.000000 43 1
650000.000000 56 1
650000.000000 209 1
650000.000000 215 1
700000.000000 1 23
700000.000000 2 5
700000.000000 3 1
700000.000000 29 1
700000.000000 51 1
700000.000000 57 1
700000.000000 210 1
700000.000000 217 1
750000.000000 1 20
750000.000000 2 7
750000.000000 3 2
750000.000000 5 1
750000.000000 53 1
750000.000000 54 1
750000.000000 448 1
800000.000000 1 25
800000.000000 2 3
800000.000000 3 2
800000.000000 4 1
800000.000000 54 1
800000.000000 60 1
800000.000000 216 1
800000.000000 229 1
850000.000000 1 26
850000.000000 2 3
850000.000000 3 2
850000.000000 4 1
850000.000000 5 1
850000.000000 8 1
850000.000000 48 1
850000.000000 58 1
850000.000000 439 1
900000.000000 1 24
900000.000000 2 5
900000.000000 3 3
900000.000000 9 1
900000.000000 52 1
900000.000000 57 1
900000.000000 439 1
950000.000000 1 32
950000.000000 2 4
950000.000000 3 1
950000.000000 7 1
950000.000000 8 1
950000.000000 49 1
950000.000000 57 1
950000.000000 436 1
1000000.000000 1 29
1000000.000000 2 6
1000000.000000 3 2
1000000.000000 5 1
1000000.000000 8 1
1000000.000000 14 1
1000000.000000 50 1
1000000.000000 53 1
1000000.000000 423 1
1050000.000000 1 37
1050000.000000 2 4
1050000.000000 3 3
1050000.000000 4 1
1050000.000000 5 2
1050000.000000 6 1
1050000.000000 10 1
1050000.000000 46 1
1050000.000000 52 1
1050000.000000 198 1
1050000.000000 220 1
1100000.000000 1 43
1100000.000000 2 8
1100000.000000 3 5
1100000.000000 4 2
1100000.000000 14 1
1100000.000000 44 1
1100000.000000 51 1
1100000.000000 194 1
1100000.000000 215 1
1150000.000000 1 39
1150000.000000 2 6
1150000.000000 4 3
1150000.000000 48 1
1150000.000000 51 1
1150000.000000 216 1
1150000.000000 222 1
1200000.000000 1 32
1200000.000000 2 3
1200000.000000 4 2
1200000.000000 6 1
1200000.000000 8 1
1200000.000000 18 1
1200000.000000 51 1
1200000.000000 52 1
1200000.000000 198 1
1200000.000000 221 1
1250000.000000 1 32
1250000.000000 2 2
1250000.000000 3 2
1250000.000000 4 1
1250000.000000 5 1
1250000.000000 50 1
1250000.000000 51 1
1250000.000000 222 1
1250000.000000 226 1
1300000.000000 1 27
1300000.000000 2 6
1300000.000000 5 1
1300000.000000 57 1
1300000.000000 223 1
1300000.000000 276 1
1350000.000000 1 24
1350000.000000 2 5
1350000.000000 4 2
1350000.000000 11 1
1350000.000000 50 1
1350000.000000 56 1
1350000.000000 216 1
1350000.000000 225 1
1400000.000000 1 33
1400000.000000 2 5
1400000.000000 49 1
1400000.000000 56 1
1400000.000000 224 1
1400000.000000 228 1
1450000.000000 1 33
1450000.000000 2 9
1450000.000000 54 1
1450000.000000 221 1
1450000.000000 274 1
1500000.000000 1 39
1500000.000000 2 1
1500000.000000 3 2
1500000.000000 16 1
1500000.000000 49 1
1500000.000000 54 1
1500000.000000 211 1
1500000.000000 223 1
1550000.000000 1 29
1550000.000000 2 6
1550000.000000 3 1
1550000.000000 50 1
1550000.000000 55 1
1550000.000000 223 1
1550000.000000 228 1
1600000.000000 1 31
1600000.000000 2 5
1600000.000000 3 1
1600000.000000 4 1
1600000.000000 19 1
1600000.000000 50 1
1600000.000000 52 1
1600000.000000 210 1
1600000.000000 221 1
1650000.000000 1 33
1650000.000000 2 7
1650000.000000 19 1
1650000.000000 53 2
1650000.000000 207 1
1650000.000000 221 1
1700000.000000 1 33
1700000.000000 2 6
1700000.000000 4 1
1700000.000000 15 1
1700000.000000 55 1
1700000.000000 208 1
1700000.000000 273 1
1750000.000000 1 42
1750000.000000 2 3
1750000.000000 3 2
1750000.000000 52 1
1750000.000000 54 1
1750000.000000 217 1
1750000.000000 223 1
1800000.000000 1 38
1800000.000000 2 3
1800000.000000 3 3
1800000.000000 7 1
1800000.000000 49 1
1800000.000000 54 1
1800000.000000 216 1
1800000.000000 221 1
1850000.000000 1 36
1850000.000000 2 5
1850000.000000 5 1
1850000.000000 7 1
1850000.000000 218 1
1850000.000000 324 1
1900000.000000 1 44
1900000.000000 2 3
1900000.000000 3 2
1900000.000000 9 1
1900000.000000 55 1
1900000.000000 210 1
1900000.000000 270 1
1950000.000000 1 39
1950000.000000 2 6
1950000.000000 3 2
1950000.000000 18 1
1950000.000000 50 1
1950000.000000 201 1
1950000.000000 274 1
2000000.000000 1 33
2000000.000000 2 9
2000000.000000 3 3
2000000.000000 6 1
2000000.000000 7 1
2000000.000000 51 1
2000000.000000 203 1
2000000.000000 273 1
2050000.000000 1 39
2050000.000000 2 9
2050000.000000 3 1
2050000.000000 4 1
2050000.000000 13 1
2050000.000000 51 1
2050000.000000 198 1
2050000.000000 274 1
2100000.000000 1 44
2100000.000000 2 8
2100000.000000 3 2
2100000.000000 16 1
2100000.000000 50 1
2100000.000000 52 1
2100000.000000 198 1
2100000.000000 218 1
2150000.000000 1 42
2150000.000000 2 8
2150000.000000 5 1
2150000.000000 15 1
2150000.000000 51 1
2150000.000000 55 1
2150000.000000 199 1
2150000.000000 217 1
2200000.000000 1 42
2200000.000000 2 3
2200000.000000 3 3
2200000.000000 18 1
