# cluster_size probability
5.800000000000000000e+01 4.924652811976755864e-05
6.000000000000000000e+01 4.924652811976755864e-05
6.100000000000000000e+01 4.924652811976755864e-05
1.030000000000000000e+02 4.924652811976755864e-05
1.050000000000000000e+02 9.849305623953511727e-05
1.170000000000000000e+02 9.849305623953511727e-05
1.670000000000000000e+02 4.924652811976755864e-05
1.940000000000000000e+02 4.924652811976755864e-05
1.970000000000000000e+02 4.924652811976755864e-05
1.980000000000000000e+02 4.432187530779080277e-04
1.990000000000000000e+02 9.849305623953511727e-05
2.000000000000000000e+02 4.924652811976755864e-05
2.010000000000000000e+02 9.849305623953511727e-05
2.020000000000000000e+02 9.849305623953511727e-05
2.030000000000000000e+02 9.849305623953511727e-05
2.040000000000000000e+02 1.477395843593026759e-04
2.050000000000000000e+02 9.849305623953511727e-05
2.070000000000000000e+02 9.849305623953511727e-05
2.080000000000000000e+02 1.477395843593026759e-04
2.090000000000000000e+02 1.477395843593026759e-04
2.100000000000000000e+02 1.969861124790702345e-04
2.110000000000000000e+02 4.924652811976755864e-05
2.150000000000000000e+02 9.849305623953511727e-05
2.160000000000000000e+02 1.969861124790702345e-04
2.170000000000000000e+02 1.969861124790702345e-04
2.180000000000000000e+02 9.849305623953511727e-05
2.200000000000000000e+02 9.849305623953511727e-05
2.210000000000000000e+02 2.954791687186053518e-04
2.220000000000000000e+02 9.849305623953511727e-05
2.230000000000000000e+02 1.969861124790702345e-04
2.240000000000000000e+02 4.924652811976755864e-05
2.250000000000000000e+02 4.924652811976755864e-05
2.260000000000000000e+02 4.924652811976755864e-05
2.280000000000000000e+02 9.849305623953511727e-05
2.290000000000000000e+02 4.924652811976755864e-05
2.540000000000000000e+02 4.924652811976755864e-05
2.550000000000000000e+02 4.924652811976755864e-05
2.570000000000000000e+02 4.924652811976755864e-05
2.630000000000000000e+02 4.924652811976755864e-05
2.640000000000000000e+02 4.924652811976755864e-05
2.650000000000000000e+02 4.924652811976755864e-05
2.660000000000000000e+02 9.849305623953511727e-05
2.670000000000000000e+02 9.849305623953511727e-05
2.680000000000000000e+02 4.924652811976755864e-05
2.700000000000000000e+02 4.924652811976755864e-05
2.710000000000000000e+02 9.849305623953511727e-05
2.730000000000000000e+02 1.969861124790702345e-04
2.740000000000000000e+02 1.477395843593026759e-04
2.750000000000000000e+02 4.924652811976755864e-05
2.760000000000000000e+02 4.924652811976755864e-05
2.810000000000000000e+02 4.924652811976755864e-05
2.820000000000000000e+02 4.924652811976755864e-05
2.840000000000000000e+02 4.924652811976755864e-05
2.860000000000000000e+02 4.924652811976755864e-05
3.210000000000000000e+02 4.924652811976755864e-05
3.240000000000000000e+02 4.924652811976755864e-05
4.230000000000000000e+02 4.924652811976755864e-05
4.280000000000000000e+02 1.477395843593026759e-04
4.360000000000000000e+02 4.924652811976755864e-05
4.390000000000000000e+02 9.849305623953511727e-05
4.410000000000000000e+02 4.924652811976755864e-05
4.480000000000000000e+02 4.924652811976755864e-05
4.610000000000000000e+02 4.924652811976755864e-05
4.630000000000000000e+02 4.924652811976755864e-05
4.640000000000000000e+02 1.969861124790702345e-04
4.650000000000000000e+02 4.924652811976755864e-05
4.660000000000000000e+02 9.849305623953511727e-05
4.680000000000000000e+02 9.849305623953511727e-05
4.690000000000000000e+02 9.849305623953511727e-05
4.700000000000000000e+02 9.849305623953511727e-05
4.710000000000000000e+02 9.849305623953511727e-05
4.720000000000000000e+02 1.969861124790702345e-04
4.730000000000000000e+02 9.849305623953511727e-05
4.740000000000000000e+02 1.477395843593026759e-04
4.750000000000000000e+02 2.462326405988377932e-04
4.760000000000000000e+02 1.477395843593026759e-04
4.770000000000000000e+02 1.969861124790702345e-04
4.780000000000000000e+02 1.969861124790702345e-04
4.790000000000000000e+02 1.477395843593026759e-04
4.800000000000000000e+02 3.447256968383729104e-04
4.810000000000000000e+02 2.954791687186053518e-04
4.820000000000000000e+02 4.924652811976755864e-05
4.830000000000000000e+02 3.447256968383729104e-04
4.840000000000000000e+02 2.462326405988377932e-04
4.850000000000000000e+02 2.954791687186053518e-04
4.860000000000000000e+02 4.924652811976755864e-04
4.870000000000000000e+02 2.954791687186053518e-04
4.880000000000000000e+02 2.954791687186053518e-04
4.890000000000000000e+02 4.432187530779080277e-04
4.900000000000000000e+02 3.939722249581404691e-04
4.910000000000000000e+02 3.939722249581404691e-04
4.920000000000000000e+02 3.447256968383729104e-04
4.930000000000000000e+02 9.849305623953511727e-05
4.940000000000000000e+02 2.954791687186053518e-04
4.950000000000000000e+02 9.849305623953511727e-05
4.960000000000000000e+02 9.849305623953511727e-05
4.970000000000000000e+02 1.477395843593026759e-04
4.980000000000000000e+02 9.849305623953511727e-05
4.990000000000000000e+02 4.924652811976755864e-05
5.000000000000000000e+02 4.924652811976755864e-05
5.010000000000000000e+02 1.477395843593026759e-04
5.020000000000000000e+02 4.924652811976755864e-05
5.030000000000000000e+02 9.849305623953511727e-05
5.060000000000000000e+02 9.849305623953511727e-05
5.070000000000000000e+02 4.924652811976755864e-05
5.080000000000000000e+02 2.462326405988377932e-04
5.090000000000000000e+02 2.462326405988377932e-04
5.100000000000000000e+02 4.924652811976755864e-05
5.110000000000000000e+02 4.924652811976755864e-05
5.120000000000000000e+02 1.477395843593026759e-04
5.140000000000000000e+02 1.477395843593026759e-04
5.150000000000000000e+02 1.969861124790702345e-04
5.160000000000000000e+02 1.969861124790702345e-04
5.170000000000000000e+02 9.849305623953511727e-05
5.180000000000000000e+02 2.462326405988377932e-04
5.200000000000000000e+02 9.849305623953511727e-05
5.210000000000000000e+02 4.924652811976755864e-05
5.220000000000000000e+02 4.924652811976755864e-05
5.230000000000000000e+02 1.477395843593026759e-04
5.240000000000000000e+02 2.462326405988377932e-04
5.250000000000000000e+02 9.849305623953511727e-05
5.260000000000000000e+02 2.462326405988377932e-04
5.270000000000000000e+02 1.969861124790702345e-04
5.280000000000000000e+02 1.969861124790702345e-04
5.290000000000000000e+02 3.447256968383729104e-04
5.300000000000000000e+02 9.849305623953511727e-05
5.310000000000000000e+02 2.954791687186053518e-04
5.320000000000000000e+02 9.849305623953511727e-05
5.330000000000000000e+02 1.477395843593026759e-04
5.340000000000000000e+02 1.477395843593026759e-04
5.350000000000000000e+02 9.849305623953511727e-05
5.360000000000000000e+02 1.477395843593026759e-04
5.370000000000000000e+02 9.849305623953511727e-05
5.380000000000000000e+02 1.969861124790702345e-04
5.390000000000000000e+02 1.477395843593026759e-04
5.400000000000000000e+02 1.477395843593026759e-04
5.410000000000000000e+02 1.969861124790702345e-04
5.420000000000000000e+02 2.954791687186053518e-04
5.430000000000000000e+02 1.969861124790702345e-04
5.440000000000000000e+02 2.954791687186053518e-04
5.450000000000000000e+02 1.477395843593026759e-04
5.460000000000000000e+02 2.462326405988377932e-04
5.470000000000000000e+02 9.849305623953511727e-05
5.480000000000000000e+02 1.477395843593026759e-04
5.490000000000000000e+02 1.477395843593026759e-04
5.500000000000000000e+02 4.924652811976755864e-05
5.510000000000000000e+02 1.969861124790702345e-04
5.530000000000000000e+02 4.924652811976755864e-05
5.540000000000000000e+02 4.924652811976755864e-05
5.550000000000000000e+02 9.849305623953511727e-05
5.560000000000000000e+02 2.462326405988377932e-04
5.570000000000000000e+02 1.477395843593026759e-04
5.580000000000000000e+02 2.954791687186053518e-04
5.590000000000000000e+02 2.462326405988377932e-04
5.600000000000000000e+02 1.969861124790702345e-04
5.610000000000000000e+02 4.924652811976755864e-05
5.620000000000000000e+02 9.849305623953511727e-05
5.630000000000000000e+02 4.924652811976755864e-05
5.650000000000000000e+02 9.849305623953511727e-05
5.660000000000000000e+02 4.924652811976755864e-05
5.670000000000000000e+02 4.924652811976755864e-05
5.680000000000000000e+02 9.849305623953511727e-05
5.690000000000000000e+02 4.924652811976755864e-05
5.700000000000000000e+02 4.924652811976755864e-05
5.850000000000000000e+02 4.924652811976755864e-05
5.950000000000000000e+02 4.924652811976755864e-05
