# time mean_cluster_size
50000.000000 600.0000000000
100000.000000 600.0000000000
150000.000000 150.0000000000
200000.000000 66.6666666667
250000.000000 75.0000000000
300000.000000 50.0000000000
350000.000000 54.5454545455
400000.000000 42.8571428571
450000.000000 42.8571428571
500000.000000 37.5000000000
550000.000000 50.0000000000
600000.000000 54.5454545455
650000.000000 54.5454545455
700000.000000 37.5000000000
750000.000000 50.0000000000
800000.000000 42.8571428571
850000.000000 42.8571428571
900000.000000 54.5454545455
950000.000000 50.0000000000
1000000.000000 50.0000000000
1050000.000000 50.0000000000
1100000.000000 40.0000000000
1150000.000000 37.5000000000
1200000.000000 40.0000000000
1250000.000000 40.0000000000
1300000.000000 33.3333333333
1350000.000000 35.2941176471
1400000.000000 35.2941176471
1450000.000000 37.5000000000
1500000.000000 35.2941176471
1550000.000000 31.5789473684
1600000.000000 31.5789473684
1650000.000000 31.5789473684
1700000.000000 27.2727272727
1750000.000000 30.0000000000
1800000.000000 25.0000000000
1850000.000000 23.0769230769
1900000.000000 27.2727272727
1950000.000000 21.4285714286
2000000.000000 26.0869565217
2050000.000000 31.5789473684
2100000.000000 33.3333333333
2150000.000000 31.5789473684
2200000.000000 27.2727272727
2250000.000000 28.5714285714
2300000.000000 28.5714285714
2350000.000000 33.3333333333
2400000.000000 37.5000000000
2450000.000000 30.0000000000
2500000.000000 31.5789473684
2550000.000000 31.5789473684
2600000.000000 27.2727272727
2650000.000000 27.2727272727
2700000.000000 24.0000000000
2750000.000000 27.2727272727
2800000.000000 22.2222222222
2850000.000000 27.2727272727
2900000.000000 24.0000000000
2950000.000000 25.0000000000
3000000.000000 22.2222222222
3050000.000000 24.0000000000
3100000.000000 23.0769230769
3150000.000000 28.5714285714
3200000.000000 25.0000000000
3250000.000000 21.4285714286
3300000.000000 23.0769230769
3350000.000000 27.2727272727
3400000.000000 25.0000000000
3450000.000000 26.0869565217
3500000.000000 27.2727272727
3550000.000000 25.0000000000
3600000.000000 22.2222222222
3650000.000000 24.0000000000
3700000.000000 26.0869565217
3750000.000000 22.2222222222
3800000.000000 24.0000000000
3850000.000000 22.2222222222
