# time cluster_size count
50000.000000 1 2
50000.000000 598 1
100000.000000 1 5
100000.000000 595 1
150000.000000 1 7
150000.000000 2 2
150000.000000 589 1
200000.000000 1 8
200000.000000 2 1
200000.000000 3 1
200000.000000 587 1
250000.000000 1 14
250000.000000 2 1
250000.000000 3 1
250000.000000 581 1
300000.000000 1 17
300000.000000 2 1
300000.000000 3 1
300000.000000 578 1
350000.000000 1 20
350000.000000 2 3
350000.000000 3 1
350000.000000 571 1
400000.000000 1 17
400000.000000 2 3
400000.000000 3 1
400000.000000 574 1
450000.000000 1 21
450000.000000 2 4
450000.000000 5 1
450000.000000 566 1
500000.000000 1 24
500000.000000 3 1
500000.000000 573 1
550000.000000 1 17
550000.000000 2 4
550000.000000 3 2
550000.000000 569 1
600000.000000 1 26
600000.000000 2 4
600000.000000 3 1
600000.000000 4 1
600000.000000 6 1
600000.000000 553 1
650000.000000 1 32
650000.000000 2 3
650000.000000 3 1
650000.000000 559 1
700000.000000 1 26
700000.000000 2 3
700000.000000 3 3
700000.000000 4 1
700000.000000 555 1
750000.000000 1 29
750000.000000 2 6
750000.000000 3 3
750000.000000 550 1
800000.000000 1 23
800000.000000 2 9
800000.000000 3 2
800000.000000 4 1
800000.000000 549 1
850000.000000 1 27
850000.000000 2 9
850000.000000 10 1
850000.000000 545 1
900000.000000 1 32
900000.000000 2 7
900000.000000 3 2
900000.000000 10 1
900000.000000 538 1
950000.000000 1 37
950000.000000 2 6
950000.000000 5 1
950000.000000 8 1
950000.000000 538 1
1000000.000000 1 37
1000000.000000 2 4
1000000.000000 3 3
1000000.000000 7 1
1000000.000000 539 1
1050000.000000 1 33
1050000.000000 2 8
1050000.000000 3 2
1050000.000000 4 2
1050000.000000 5 1
1050000.000000 532 1
1100000.000000 1 42
1100000.000000 2 5
1100000.000000 3 2
1100000.000000 4 3
1100000.000000 5 1
1100000.000000 6 1
1100000.000000 519 1
1150000.000000 1 36
1150000.000000 2 2
1150000.000000 3 4
1150000.000000 6 2
1150000.000000 14 1
1150000.000000 522 1
1200000.000000 1 40
1200000.000000 2 5
1200000.000000 3 3
1200000.000000 4 1
1200000.000000 7 1
1200000.000000 530 1
1250000.000000 1 40
1250000.000000 2 6
1250000.000000 4 2
1250000.000000 540 1
1300000.000000 1 40
1300000.000000 2 5
1300000.000000 3 2
1300000.000000 4 2
1300000.000000 5 1
1300000.000000 531 1
1350000.000000 1 36
1350000.000000 2 6
1350000.000000 3 2
1350000.000000 4 3
1350000.000000 534 1
1400000.000000 1 32
1400000.000000 2 8
1400000.000000 3 4
1400000.000000 540 1
1450000.000000 1 37
1450000.000000 2 5
1450000.000000 3 2
1450000.000000 4 1
1450000.000000 5 1
1450000.000000 538 1
1500000.000000 1 43
1500000.000000 2 5
1500000.000000 3 3
1500000.000000 4 1
1500000.000000 534 1
1550000.000000 1 30
1550000.000000 2 6
1550000.000000 3 4
1550000.000000 4 1
1550000.000000 6 1
1550000.000000 536 1
1600000.000000 1 39
1600000.000000 2 6
1600000.000000 3 1
1600000.000000 4 1
1600000.000000 542 1
1650000.000000 1 41
1650000.000000 2 6
1650000.000000 547 1
1700000.000000 1 33
1700000.000000 2 6
1700000.000000 3 1
1700000.000000 4 1
1700000.000000 548 1
1750000.000000 1 29
1750000.000000 2 6
1750000.000000 3 1
1750000.000000 4 3
1750000.000000 544 1
1800000.000000 1 37
1800000.000000 2 7
1800000.000000 3 1
1800000.000000 546 1
1850000.000000 1 41
1850000.000000 2 5
1850000.000000 3 1
1850000.000000 546 1
1900000.000000 1 44
1900000.000000 2 4
1900000.000000 548 1
1950000.000000 1 39
1950000.000000 2 2
1950000.000000 3 1
1950000.000000 554 1
2000000.000000 1 43
2000000.000000 2 3
2000000.000000 3 1
2000000.000000 548 1
2050000.000000 1 46
2050000.000000 554 1
2100000.000000 1 46
2100000.000000 2 4
2100000.000000 3 1
2100000.000000 543 1
2150000.000000 1 28
2150000.000000 2 6
2150000.000000 3 1
