# cluster_size probability
1.000000000000000000e+00 7.583656699383702904e-01
2.000000000000000000e+00 1.377767632960511246e-01
3.000000000000000000e+00 4.136041999543483422e-02
4.000000000000000000e+00 1.602373887240356176e-02
5.000000000000000000e+00 6.299931522483451403e-03
6.000000000000000000e+00 2.739100661949326471e-03
7.000000000000000000e+00 1.278246975576352367e-03
8.000000000000000000e+00 6.847751654873316177e-04
9.000000000000000000e+00 3.652134215932435258e-04
1.000000000000000000e+01 9.130335539831088145e-05
1.100000000000000000e+01 4.565167769915544073e-05
1.200000000000000000e+01 9.130335539831088145e-05
1.400000000000000000e+01 4.565167769915544073e-05
1.800000000000000000e+01 4.565167769915544073e-05
2.000000000000000000e+01 4.565167769915544073e-05
2.100000000000000000e+01 4.565167769915544073e-05
2.400000000000000000e+01 4.565167769915544073e-05
1.020000000000000000e+02 4.565167769915544073e-05
1.330000000000000000e+02 4.565167769915544073e-05
2.090000000000000000e+02 4.565167769915544073e-05
2.130000000000000000e+02 9.130335539831088145e-05
2.140000000000000000e+02 9.130335539831088145e-05
2.210000000000000000e+02 4.565167769915544073e-05
2.220000000000000000e+02 4.565167769915544073e-05
2.240000000000000000e+02 1.826067107966217629e-04
2.250000000000000000e+02 4.565167769915544073e-05
2.260000000000000000e+02 2.739100661949326579e-04
2.270000000000000000e+02 5.021684546907098819e-04
2.280000000000000000e+02 6.847751654873316177e-04
2.290000000000000000e+02 5.478201323898653158e-04
2.300000000000000000e+02 5.934718100890207498e-04
2.310000000000000000e+02 1.460853686372974103e-03
2.320000000000000000e+02 1.186943620178041500e-03
2.330000000000000000e+02 1.369550330974663235e-03
2.340000000000000000e+02 1.643460397169596056e-03
2.350000000000000000e+02 1.095640264779730632e-03
2.360000000000000000e+02 7.760785208856425940e-04
2.370000000000000000e+02 7.760785208856425940e-04
2.380000000000000000e+02 8.217301985847980279e-04
2.390000000000000000e+02 4.565167769915544479e-04
2.400000000000000000e+02 6.847751654873316177e-04
2.410000000000000000e+02 3.195617438940880919e-04
2.420000000000000000e+02 3.195617438940880919e-04
2.430000000000000000e+02 5.478201323898653158e-04
2.440000000000000000e+02 3.195617438940880919e-04
2.450000000000000000e+02 2.739100661949326579e-04
2.460000000000000000e+02 3.195617438940880919e-04
2.470000000000000000e+02 3.195617438940880919e-04
2.480000000000000000e+02 4.565167769915544073e-05
2.490000000000000000e+02 4.565167769915544073e-05
2.500000000000000000e+02 9.130335539831088145e-05
2.510000000000000000e+02 1.369550330974663290e-04
2.520000000000000000e+02 4.565167769915544073e-05
2.530000000000000000e+02 4.565167769915544073e-05
2.570000000000000000e+02 4.565167769915544073e-05
2.770000000000000000e+02 9.130335539831088145e-05
2.780000000000000000e+02 9.130335539831088145e-05
2.790000000000000000e+02 1.369550330974663290e-04
2.800000000000000000e+02 9.130335539831088145e-05
2.810000000000000000e+02 1.826067107966217629e-04
2.820000000000000000e+02 1.826067107966217629e-04
2.830000000000000000e+02 3.652134215932435258e-04
2.840000000000000000e+02 4.108650992923990140e-04
2.850000000000000000e+02 6.391234877881761837e-04
2.860000000000000000e+02 9.586852316822643298e-04
2.870000000000000000e+02 8.217301985847980279e-04
2.880000000000000000e+02 5.934718100890207498e-04
2.890000000000000000e+02 9.586852316822643298e-04
2.900000000000000000e+02 7.304268431864870516e-04
2.910000000000000000e+02 1.186943620178041500e-03
2.920000000000000000e+02 1.278246975576352367e-03
2.930000000000000000e+02 1.049988587080575306e-03
2.940000000000000000e+02 9.586852316822643298e-04
2.950000000000000000e+02 1.141291942478886174e-03
2.960000000000000000e+02 9.586852316822643298e-04
2.970000000000000000e+02 9.586852316822643298e-04
2.980000000000000000e+02 4.565167769915544479e-04
2.990000000000000000e+02 6.847751654873316177e-04
3.000000000000000000e+02 2.739100661949326579e-04
3.010000000000000000e+02 3.652134215932435258e-04
3.020000000000000000e+02 1.826067107966217629e-04
3.030000000000000000e+02 2.282583884957772240e-04
3.040000000000000000e+02 9.130335539831088145e-05
3.070000000000000000e+02 4.565167769915544073e-05
3.080000000000000000e+02 1.369550330974663290e-04
3.200000000000000000e+02 4.565167769915544073e-05
3.240000000000000000e+02 4.565167769915544073e-05
5.090000000000000000e+02 4.565167769915544073e-05
5.120000000000000000e+02 4.565167769915544073e-05
5.180000000000000000e+02 4.565167769915544073e-05
5.200000000000000000e+02 9.130335539831088145e-05
5.210000000000000000e+02 4.565167769915544073e-05
5.250000000000000000e+02 4.565167769915544073e-05
5.270000000000000000e+02 4.565167769915544073e-05
5.280000000000000000e+02 4.565167769915544073e-05
5.300000000000000000e+02 4.565167769915544073e-05
5.310000000000000000e+02 2.282583884957772240e-04
5.330000000000000000e+02 9.130335539831088145e-05
5.370000000000000000e+02 9.130335539831088145e-05
5.390000000000000000e+02 4.565167769915544073e-05
5.410000000000000000e+02 9.130335539831088145e-05
5.440000000000000000e+02 1.369550330974663290e-04
5.460000000000000000e+02 4.565167769915544073e-05
5.520000000000000000e+02 4.565167769915544073e-05
5.570000000000000000e+02 4.565167769915544073e-05
5.610000000000000000e+02 4.565167769915544073e-05
5.630000000000000000e+02 4.565167769915544073e-05
5.650000000000000000e+02 4.565167769915544073e-05
5.690000000000000000e+02 4.565167769915544073e-05
5.710000000000000000e+02 4.565167769915544073e-05
5.720000000000000000e+02 9.130335539831088145e-05
5.760000000000000000e+02 9.130335539831088145e-05
5.790000000000000000e+02 4.565167769915544073e-05
5.820000000000000000e+02 4.565167769915544073e-05
5.880000000000000000e+02 4.565167769915544073e-05
5.930000000000000000e+02 4.565167769915544073e-05
6.000000000000000000e+02 4.565167769915544073e-05
