Frame,Num_Receptors,LargestClusterSize,Fraction
0,50,9,0.18
1,50,9,0.18
2,50,2,0.04
3,50,3,0.06
4,50,3,0.06
5,50,2,0.04
6,50,3,0.06
7,50,4,0.08
8,50,2,0.04
9,50,3,0.06
10,50,3,0.06
11,50,3,0.06
12,50,2,0.04
13,50,2,0.04
14,50,3,0.06
15,50,3,0.06
16,50,4,0.08
17,50,3,0.06
18,50,3,0.06
19,50,3,0.06
20,50,4,0.08
21,50,3,0.06
22,50,2,0.04
23,50,2,0.04
24,50,2,0.04
25,50,2,0.04
26,50,2,0.04
27,50,3,0.06
28,50,3,0.06
29,50,2,0.04
30,50,2,0.04
31,50,4,0.08
32,50,3,0.06
33,50,3,0.06
34,50,2,0.04
35,50,5,0.1
36,50,2,0.04
37,50,2,0.04
38,50,2,0.04
39,50,2,0.04
40,50,2,0.04
41,50,3,0.06
42,50,2,0.04
43,50,3,0.06
44,50,2,0.04
45,50,2,0.04
46,50,3,0.06
47,50,2,0.04
48,50,3,0.06
49,50,2,0.04
50,50,2,0.04
51,50,3,0.06
52,50,2,0.04
53,50,3,0.06
54,50,2,0.04
55,50,3,0.06
56,50,2,0.04
57,50,2,0.04
58,50,2,0.04
59,50,3,0.06
60,50,2,0.04
61,50,3,0.06
62,50,2,0.04
63,50,2,0.04
64,50,3,0.06
65,50,3,0.06
66,50,3,0.06
67,50,2,0.04
68,50,2,0.04
69,50,2,0.04
70,50,3,0.06
71,50,3,0.06
72,50,3,0.06
73,50,2,0.04
74,50,3,0.06
75,50,3,0.06
76,50,3,0.06
77,50,3,0.06
78,50,2,0.04
79,50,2,0.04
80,50,2,0.04
81,50,3,0.06
82,50,2,0.04
83,50,3,0.06
84,50,3,0.06
85,50,3,0.06
86,50,3,0.06
87,50,2,0.04
88,50,2,0.04
89,50,3,0.06
90,50,3,0.06
91,50,3,0.06
92,50,3,0.06
93,50,5,0.1
94,50,3,0.06
95,50,2,0.04
96,50,5,0.1
97,50,3,0.06
98,50,3,0.06
99,50,3,0.06
100,50,3,0.06
101,50,2,0.04
102,50,2,0.04
103,50,5,0.1
104,50,2,0.04
105,50,2,0.04
106,50,3,0.06
107,50,3,0.06
108,50,2,0.04
109,50,2,0.04
110,50,2,0.04
111,50,2,0.04
112,50,2,0.04
113,50,3,0.06
114,50,2,0.04
115,50,2,0.04
116,50,2,0.04
117,50,2,0.04
118,50,2,0.04
119,50,2,0.04
120,50,3,0.06
121,50,2,0.04
122,50,2,0.04
123,50,3,0.06
124,50,2,0.04
125,50,3,0.06
126,50,2,0.04
127,50,2,0.04
128,50,2,0.04
129,50,2,0.04
130,50,3,0.06
131,50,3,0.06
132,50,3,0.06
133,50,2,0.04
134,50,2,0.04
135,50,3,0.06
136,50,3,0.06
137,50,4,0.08
138,50,3,0.06
139,50,2,0.04
140,50,2,0.04
141,50,3,0.06
142,50,2,0.04
143,50,2,0.04
144,50,3,0.06
145,50,3,0.06
146,50,2,0.04
147,50,2,0.04
148,50,3,0.06
149,50,3,0.06
150,50,3,0.06
151,50,2,0.04
152,50,3,0.06
153,50,2,0.04
154,50,3,0.06
155,50,4,0.08
156,50,2,0.04
157,50,3,0.06
158,50,3,0.06
159,50,2,0.04
160,50,3,0.06
161,50,3,0.06
162,50,4,0.08
163,50,2,0.04
164,50,2,0.04
165,50,2,0.04
166,50,2,0.04
167,50,2,0.04
168,50,2,0.04
169,50,3,0.06
170,50,3,0.06
171,50,2,0.04
172,50,2,0.04
173,50,3,0.06
174,50,4,0.08
175,50,2,0.04
176,50,2,0.04
177,50,5,0.1
178,50,5,0.1
179,50,4,0.08
180,50,2,0.04
181,50,3,0.06
182,50,2,0.04
183,50,3,0.06
184,50,2,0.04
185,50,2,0.04
186,50,4,0.08
187,50,2,0.04
188,50,3,0.06
189,50,2,0.04
190,50,2,0.04
191,50,3,0.06
192,50,3,0.06
193,50,3,0.06
194,50,2,0.04
195,50,2,0.04
196,50,3,0.06
197,50,4,0.08
198,50,3,0.06
199,50,3,0.06
200,50,2,0.04
201,50,2,0.04
202,50,6,0.12
203,50,2,0.04
204,50,3,0.06
205,50,3,0.06
206,50,2,0.04
207,50,3,0.06
208,50,3,0.06
209,50,2,0.04
210,50,3,0.06
211,50,2,0.04
212,50,2,0.04
213,50,3,0.06
214,50,3,0.06
215,50,3,0.06
216,50,2,0.04
217,50,2,0.04
218,50,2,0.04
219,50,2,0.04
220,50,3,0.06
221,50,7,0.14
222,50,3,0.06
223,50,3,0.06
224,50,3,0.06
225,50,4,0.08
226,50,2,0.04
227,50,3,0.06
228,50,2,0.04
229,50,2,0.04
230,50,3,0.06
231,50,3,0.06
232,50,2,0.04
233,50,3,0.06
234,50,2,0.04
235,50,4,0.08
236,50,2,0.04
237,50,3,0.06
238,50,3,0.06
239,50,2,0.04
240,50,3,0.06
241,50,2,0.04
242,50,2,0.04
243,50,3,0.06
244,50,3,0.06
245,50,2,0.04
246,50,3,0.06
247,50,3,0.06
248,50,3,0.06
249,50,5,0.1
250,50,2,0.04
251,50,3,0.06
252,50,2,0.04
253,50,3,0.06
254,50,2,0.04
255,50,3,0.06
256,50,3,0.06
257,50,3,0.06
258,50,2,0.04
259,50,2,0.04
260,50,4,0.08
261,50,2,0.04
262,50,3,0.06
263,50,3,0.06
264,50,3,0.06
265,50,3,0.06
266,50,2,0.04
267,50,2,0.04
