Frame,Num_Receptors,Receptors_in_Cluster,Total_Receptors,Fraction_Receptors
93,50,1,50,0.02
94,50,0,50,0.0
95,50,0,50,0.0
96,50,0,50,0.0
97,50,1,50,0.02
98,50,3,50,0.06
99,50,0,50,0.0
100,50,1,50,0.02
101,50,2,50,0.04
102,50,2,50,0.04
103,50,2,50,0.04
104,50,1,50,0.02
105,50,0,50,0.0
106,50,1,50,0.02
107,50,2,50,0.04
108,50,4,50,0.08
109,50,0,50,0.0
110,50,1,50,0.02
111,50,2,50,0.04
112,50,1,50,0.02
113,50,4,50,0.08
114,50,2,50,0.04
115,50,0,50,0.0
116,50,1,50,0.02
117,50,0,50,0.0
118,50,1,50,0.02
119,50,1,50,0.02
120,50,2,50,0.04
121,50,0,50,0.0
122,50,0,50,0.0
123,50,0,50,0.0
124,50,0,50,0.0
125,50,1,50,0.02
126,50,2,50,0.04
127,50,0,50,0.0
128,50,1,50,0.02
129,50,2,50,0.04
130,50,0,50,0.0
131,50,0,50,0.0
132,50,1,50,0.02
133,50,1,50,0.02
134,50,3,50,0.06
135,50,0,50,0.0
136,50,1,50,0.02
137,50,0,50,0.0
138,50,0,50,0.0
139,50,1,50,0.02
140,50,3,50,0.06
141,50,1,50,0.02
142,50,1,50,0.02
143,50,0,50,0.0
144,50,3,50,0.06
145,50,1,50,0.02
146,50,0,50,0.0
147,50,2,50,0.04
148,50,1,50,0.02
149,50,2,50,0.04
150,50,1,50,0.02
151,50,0,50,0.0
152,50,1,50,0.02
153,50,0,50,0.0
154,50,4,50,0.08
155,50,3,50,0.06
156,50,4,50,0.08
157,50,1,50,0.02
158,50,3,50,0.06
159,50,2,50,0.04
160,50,1,50,0.02
161,50,0,50,0.0
162,50,2,50,0.04
163,50,3,50,0.06
164,50,1,50,0.02
165,50,1,50,0.02
166,50,2,50,0.04
167,50,2,50,0.04
168,50,2,50,0.04
169,50,3,50,0.06
170,50,1,50,0.02
171,50,1,50,0.02
172,50,0,50,0.0
173,50,7,50,0.14
174,50,3,50,0.06
175,50,1,50,0.02
176,50,1,50,0.02
177,50,2,50,0.04
178,50,3,50,0.06
179,50,0,50,0.0
180,50,0,50,0.0
181,50,0,50,0.0
182,50,1,50,0.02
183,50,1,50,0.02
184,50,2,50,0.04
185,50,1,50,0.02
186,50,0,50,0.0
187,50,2,50,0.04
188,50,1,50,0.02
189,50,0,50,0.0
190,50,1,50,0.02
191,50,1,50,0.02
192,50,1,50,0.02
193,50,2,50,0.04
194,50,2,50,0.04
195,50,0,50,0.0
196,50,3,50,0.06
197,50,3,50,0.06
198,50,1,50,0.02
199,50,1,50,0.02
200,50,4,50,0.08
201,50,1,50,0.02
202,50,6,50,0.12
203,50,0,50,0.0
204,50,0,50,0.0
205,50,2,50,0.04
206,50,0,50,0.0
207,50,3,50,0.06
208,50,0,50,0.0
209,50,1,50,0.02
210,50,0,50,0.0
211,50,0,50,0.0
212,50,1,50,0.02
213,50,1,50,0.02
214,50,1,50,0.02
215,50,1,50,0.02
216,50,3,50,0.06
217,50,3,50,0.06
218,50,0,50,0.0
219,50,1,50,0.02
220,50,1,50,0.02
221,50,0,50,0.0
222,50,1,50,0.02
223,50,1,50,0.02
224,50,1,50,0.02
225,50,1,50,0.02
226,50,0,50,0.0
227,50,0,50,0.0
228,50,1,50,0.02
229,50,2,50,0.04
230,50,0,50,0.0
231,50,3,50,0.06
232,50,0,50,0.0
233,50,1,50,0.02
234,50,2,50,0.04
235,50,2,50,0.04
236,50,3,50,0.06
237,50,1,50,0.02
238,50,3,50,0.06
239,50,1,50,0.02
240,50,1,50,0.02
241,50,0,50,0.0
242,50,0,50,0.0
243,50,3,50,0.06
244,50,3,50,0.06
245,50,1,50,0.02
246,50,0,50,0.0
247,50,2,50,0.04
248,50,0,50,0.0
249,50,0,50,0.0
250,50,1,50,0.02
251,50,0,50,0.0
252,50,1,50,0.02
253,50,2,50,0.04
254,50,0,50,0.0
255,50,1,50,0.02
256,50,2,50,0.04
257,50,1,50,0.02
258,50,2,50,0.04
259,50,1,50,0.02
260,50,3,50,0.06
261,50,1,50,0.02
262,50,1,50,0.02
263,50,1,50,0.02
264,50,2,50,0.04
265,50,1,50,0.02
266,50,0,50,0.0
267,50,0,50,0.0
268,50,0,50,0.0
269,50,0,50,0.0
270,50,0,50,0.0
271,50,1,50,0.02
272,50,2,50,0.04
273,50,0,50,0.0
274,50,2,50,0.04
275,50,4,50,0.08
276,50,1,50,0.02
277,50,0,50,0.0
278,50,3,50,0.06
279,50,1,50,0.02
280,50,2,50,0.04
281,50,2,50,0.04
282,50,1,50,0.02
283,50,2,50,0.04
284,50,0,50,0.0
285,50,3,50,0.06
286,50,1,50,0.02
287,50,2,50,0.04
288,50,2,50,0.04
289,50,3,50,0.06
290,50,0,50,0.0
291,50,2,50,0.04
292,50,5,50,0.1
293,50,0,50,0.0
294,50,4,50,0.08
295,50,2,50,0.04
296,50,2,50,0.04
297,50,1,50,0.02
298,50,1,50,0.02
299,50,3,50,0.06
300,50,1,50,0.02
301,50,1,50,0.02
302,50,5,50,0.1
303,50,1,50,0.02
304,50,0,50,0.0
305,50,2,50,0.04
306,50,2,50,0.04
307,50,0,50,0.0
308,50,1,50,0.02
309,50,4,50,0.08
310,50,6,50,0.12
311,50,2,50,0.04
312,50,0,50,0.0
313,50,1,50,0.02
314,50,2,50,0.04
315,50,1,50,0.02
316,50,0,50,0.0
317,50,2,50,0.04
318,50,1,50,0.02
319,50,3,50,0.06
320,50,1,50,0.02
321,50,2,50,0.04
322,50,1,50,0.02
323,50,0,50,0.0
324,50,0,50,0.0
325,50,1,50,0.02
326,50,0,50,0.0
327,50,1,50,0.02
328,50,2,50,0.04
329,50,4,50,0.08
330,50,1,50,0.02
331,50,2,50,0.04
332,50,1,50,0.02
333,50,0,50,0.0
334,50,0,50,0.0
335,50,0,50,0.0
336,50,2,50,0.04
337,50,0,50,0.0
338,50,2,50,0.04
339,50,0,50,0.0
340,50,2,50,0.04
341,50,2,50,0.04
342,50,2,50,0.04
343,50,1,50,0.02
344,50,1,50,0.02
345,50,2,50,0.04
346,50,3,50,0.06
347,50,1,50,0.02
348,50,2,50,0.04
349,50,0,50,0.0
350,50,1,50,0.02
351,50,0,50,0.0
352,50,0,50,0.0
353,50,1,50,0.02
354,50,0,50,0.0
355,50,1,50,0.02
356,50,3,50,0.06
357,50,0,50,0.0
358,50,2,50,0.04
359,50,0,50,0.0
360,50,0,50,0.0
361,50,3,50,0.06
362,50,0,50,0.0
363,50,0,50,0.0
364,50,0,50,0.0
365,50,0,50,0.0
366,50,1,50,0.02
367,50,0,50,0.0
368,50,0,50,0.0
369,50,5,50,0.1
370,50,0,50,0.0
371,50,2,50,0.04
372,50,1,50,0.02
373,50,0,50,0.0
374,50,1,50,0.02
375,50,0,50,0.0
376,50,2,50,0.04
377,50,2,50,0.04
378,50,2,50,0.04
379,50,0,50,0.0
380,50,2,50,0.04
381,50,1,50,0.02
382,50,3,50,0.06
383,50,2,50,0.04
384,50,2,50,0.04
385,50,2,50,0.04
386,50,0,50,0.0
387,50,0,50,0.0
388,50,0,50,0.0
389,50,1,50,0.02
390,50,4,50,0.08
391,50,0,50,0.0
392,50,4,50,0.08
393,50,0,50,0.0
394,50,0,50,0.0
395,50,3,50,0.06
396,50,0,50,0.0
397,50,0,50,0.0
398,50,0,50,0.0
399,50,0,50,0.0
