# cluster_size probability
1.000000000000000000e+00 8.772087788407427755e-01
2.000000000000000000e+00 6.662915025323579155e-02
3.000000000000000000e+00 8.553742262239729527e-03
4.000000000000000000e+00 2.250984805852560607e-03
5.000000000000000000e+00 3.376477208778840802e-04
5.600000000000000000e+02 1.125492402926280222e-04
5.610000000000000000e+02 2.250984805852560445e-04
5.620000000000000000e+02 1.125492402926280222e-04
5.630000000000000000e+02 2.250984805852560445e-04
5.640000000000000000e+02 4.501969611705120889e-04
5.650000000000000000e+02 1.125492402926280222e-04
5.660000000000000000e+02 4.501969611705120889e-04
5.670000000000000000e+02 6.752954417557681605e-04
5.680000000000000000e+02 7.878446820483961692e-04
5.690000000000000000e+02 6.752954417557681605e-04
5.700000000000000000e+02 9.003939223410241778e-04
5.710000000000000000e+02 2.813731007315700434e-03
5.720000000000000000e+02 2.588632526730444416e-03
5.730000000000000000e+02 1.463140123804164330e-03
5.740000000000000000e+02 3.939223410241980521e-03
5.750000000000000000e+02 3.376477208778840694e-03
5.760000000000000000e+02 2.813731007315700434e-03
5.770000000000000000e+02 2.926280247608328659e-03
5.780000000000000000e+02 2.701181767023072642e-03
5.790000000000000000e+02 3.489026449071468920e-03
5.800000000000000000e+02 3.601575689364096711e-03
5.810000000000000000e+02 3.151378728193584677e-03
5.820000000000000000e+02 2.250984805852560607e-03
5.830000000000000000e+02 1.350590883511536321e-03
5.840000000000000000e+02 9.003939223410241778e-04
5.850000000000000000e+02 6.752954417557681605e-04
5.860000000000000000e+02 3.376477208778840802e-04
5.870000000000000000e+02 4.501969611705120889e-04
5.880000000000000000e+02 2.250984805852560445e-04
5.890000000000000000e+02 2.250984805852560445e-04
5.900000000000000000e+02 2.250984805852560445e-04
5.910000000000000000e+02 2.250984805852560445e-04
5.930000000000000000e+02 2.250984805852560445e-04
5.950000000000000000e+02 1.125492402926280222e-04
6.000000000000000000e+02 2.250984805852560445e-04
