# time cluster_size count
50000.000000 1 1
50000.000000 599 1
100000.000000 1 4
100000.000000 596 1
150000.000000 1 5
150000.000000 595 1
200000.000000 1 4
200000.000000 2 1
200000.000000 594 1
250000.000000 1 9
250000.000000 2 1
250000.000000 589 1
300000.000000 1 7
300000.000000 593 1
350000.000000 1 9
350000.000000 591 1
400000.000000 1 7
400000.000000 593 1
450000.000000 1 8
450000.000000 592 1
500000.000000 1 9
500000.000000 2 1
500000.000000 589 1
550000.000000 1 9
550000.000000 591 1
600000.000000 1 6
600000.000000 594 1
650000.000000 1 6
650000.000000 594 1
700000.000000 1 7
700000.000000 593 1
750000.000000 1 11
750000.000000 589 1
800000.000000 1 10
800000.000000 590 1
850000.000000 1 10
850000.000000 2 1
850000.000000 588 1
900000.000000 1 8
900000.000000 2 1
900000.000000 590 1
950000.000000 1 8
950000.000000 3 1
950000.000000 589 1
1000000.000000 1 11
1000000.000000 589 1
1050000.000000 1 13
1050000.000000 587 1
1100000.000000 1 9
1100000.000000 2 2
1100000.000000 587 1
1150000.000000 1 10
1150000.000000 2 1
1150000.000000 588 1
1200000.000000 1 9
1200000.000000 2 1
1200000.000000 589 1
1250000.000000 1 8
1250000.000000 2 2
1250000.000000 588 1
1300000.000000 1 13
1300000.000000 587 1
1350000.000000 1 15
1350000.000000 2 1
1350000.000000 583 1
1400000.000000 1 11
1400000.000000 2 3
1400000.000000 583 1
1450000.000000 1 6
1450000.000000 2 1
1450000.000000 3 1
1450000.000000 589 1
1500000.000000 1 10
1500000.000000 2 1
1500000.000000 588 1
1550000.000000 1 10
1550000.000000 2 1
1550000.000000 588 1
1600000.000000 1 11
1600000.000000 589 1
1650000.000000 1 11
1650000.000000 589 1
1700000.000000 1 10
1700000.000000 590 1
1750000.000000 1 10
1750000.000000 590 1
1800000.000000 1 13
1800000.000000 587 1
1850000.000000 1 14
1850000.000000 586 1
1900000.000000 1 13
1900000.000000 587 1
1950000.000000 1 14
1950000.000000 2 1
1950000.000000 584 1
2000000.000000 1 13
2000000.000000 2 1
2000000.000000 585 1
2050000.000000 1 11
2050000.000000 589 1
2100000.000000 1 14
2100000.000000 2 1
2100000.000000 584 1
2150000.000000 1 15
2150000.000000 585 1
2200000.000000 1 14
2200000.000000 586 1
2250000.000000 1 10
2250000.000000 2 2
2250000.000000 586 1
2300000.000000 1 14
2300000.000000 586 1
2350000.000000 1 14
2350000.000000 2 1
2350000.000000 584 1
2400000.000000 1 15
2400000.000000 2 1
2400000.000000 583 1
2450000.000000 1 12
2450000.000000 2 2
2450000.000000 584 1
2500000.000000 1 12
2500000.000000 2 3
2500000.000000 582 1
2550000.000000 1 17
2550000.000000 2 2
2550000.000000 579 1
2600000.000000 1 12
2600000.000000 2 3
2600000.000000 582 1
2650000.000000 1 16
2650000.000000 2 3
2650000.000000 578 1
2700000.000000 1 17
2700000.000000 2 1
2700000.000000 3 1
2700000.000000 578 1
2750000.000000 1 16
2750000.000000 3 2
2750000.000000 578 1
2800000.000000 1 17
2800000.000000 2 2
2800000.000000 579 1
2850000.000000 1 11
2850000.000000 2 3
2850000.000000 583 1
2900000.000000 1 17
2900000.000000 583 1
2950000.000000 1 20
2950000.000000 580 1
3000000.000000 1 16
3000000.000000 2 1
3000000.000000 582 1
3050000.000000 1 16
3050000.000000 2 1
3050000.000000 582 1
3100000.000000 1 15
3100000.000000 2 2
3100000.000000 581 1
3150000.000000 1 18
3150000.000000 582 1
3200000.000000 1 16
3200000.000000 2 1
3200000.000000 582 1
3250000.000000 1 19
3250000.000000 2 1
3250000.000000 579 1
3300000.000000 1 19
3300000.000000 2 3
3300000.000000 575 1
3350000.000000 1 22
3350000.000000 578 1
3400000.000000 1 18
3400000.000000 582 1
3450000.000000 1 19
3450000.000000 2 1
3450000.000000 579 1
3500000.000000 1 16
3500000.000000 2 2
3500000.000000 580 1
3550000.000000 1 19
3550000.000000 2 1
3550000.000000 579 1
3600000.000000 1 19
3600000.000000 2 2
3600000.000000 577 1
3650000.000000 1 23
3650000.000000 2 1
3650000.000000 575 1
3700000.000000 1 19
3700000.000000 2 2
3700000.000000 3 1
3700000.000000 574 1
3750000.000000 1 20
3750000.000000 2 1
3750000.000000 578 1
3800000.000000 1 20
3800000.000000 2 3
3800000.000000 574 1
3850000.000000 1 18
3850000.000000 2 2
3850000.000000 578 1
3900000.000000 1 18
3900000.000000 2 1
3900000.000000 580 1
3950000.000000 1 18
3950000.000000 3 1
3950000.000000 579 1
4000000.000000 1 17
4000000.000000 2 2
4000000.000000 579 1
4050000.000000 1 15
4050000.000000 2 3
4050000.000000 3 1
4050000.000000 576 1
4100000.000000 1 10
4100000.000000 2 4
4100000.000000 3 1
4100000.000000 4 1
4100000.000000 575 1
4150000.000000 1 21
4150000.000000 2 2
4150000.000000 575 1
4200000.000000 1 17
4200000.000000 2 3
4200000.000000 577 1
4250000.000000 1 21
4250000.000000 579 1
4300000.000000 1 19
4300000.000000 2 1
4300000.000000 3 1
4300000.000000 576 1
4350000.000000 1 20
4350000.000000 2 2
4350000.000000 3 1
4350000.000000 573 1
4400000.000000 1 18
4400000.000000 2 2
4400000.000000 3 1
4400000.000000 575 1
4450000.000000 1 16
4450000.000000 2 4
4450000.000000 576 1
