# time mean_cluster_size
50000.000000 300.0000000000
100000.000000 120.0000000000
150000.000000 100.0000000000
200000.000000 100.0000000000
250000.000000 54.5454545455
300000.000000 75.0000000000
350000.000000 60.0000000000
400000.000000 75.0000000000
450000.000000 66.6666666667
500000.000000 54.5454545455
550000.000000 60.0000000000
600000.000000 85.7142857143
650000.000000 85.7142857143
700000.000000 75.0000000000
750000.000000 50.0000000000
800000.000000 54.5454545455
850000.000000 50.0000000000
900000.000000 60.0000000000
950000.000000 60.0000000000
1000000.000000 50.0000000000
1050000.000000 42.8571428571
1100000.000000 50.0000000000
1150000.000000 50.0000000000
1200000.000000 54.5454545455
1250000.000000 54.5454545455
1300000.000000 42.8571428571
1350000.000000 35.2941176471
1400000.000000 40.0000000000
1450000.000000 66.6666666667
1500000.000000 50.0000000000
1550000.000000 50.0000000000
1600000.000000 50.0000000000
1650000.000000 50.0000000000
1700000.000000 54.5454545455
1750000.000000 54.5454545455
1800000.000000 42.8571428571
1850000.000000 40.0000000000
1900000.000000 42.8571428571
1950000.000000 37.5000000000
2000000.000000 40.0000000000
2050000.000000 50.0000000000
2100000.000000 37.5000000000
2150000.000000 37.5000000000
2200000.000000 40.0000000000
2250000.000000 46.1538461538
2300000.000000 40.0000000000
2350000.000000 37.5000000000
2400000.000000 35.2941176471
2450000.000000 40.0000000000
2500000.000000 37.5000000000
2550000.000000 30.0000000000
2600000.000000 37.5000000000
2650000.000000 30.0000000000
2700000.000000 30.0000000000
2750000.000000 31.5789473684
2800000.000000 30.0000000000
2850000.000000 40.0000000000
2900000.000000 33.3333333333
2950000.000000 28.5714285714
3000000.000000 33.3333333333
3050000.000000 33.3333333333
3100000.000000 33.3333333333
3150000.000000 31.5789473684
3200000.000000 33.3333333333
3250000.000000 28.5714285714
3300000.000000 26.0869565217
3350000.000000 26.0869565217
3400000.000000 31.5789473684
3450000.000000 28.5714285714
3500000.000000 31.5789473684
3550000.000000 28.5714285714
3600000.000000 27.2727272727
3650000.000000 24.0000000000
3700000.000000 26.0869565217
3750000.000000 27.2727272727
3800000.000000 25.0000000000
3850000.000000 28.5714285714
3900000.000000 30.0000000000
3950000.000000 30.0000000000
4000000.000000 30.0000000000
4050000.000000 30.0000000000
