# time cluster_size count
50000.000000 600 1
100000.000000 600 1
150000.000000 1 3
150000.000000 2 1
150000.000000 595 1
200000.000000 1 7
200000.000000 593 1
250000.000000 1 7
250000.000000 593 1
300000.000000 1 9
300000.000000 591 1
350000.000000 1 8
350000.000000 2 1
350000.000000 590 1
400000.000000 1 9
400000.000000 591 1
450000.000000 1 11
450000.000000 589 1
500000.000000 1 14
500000.000000 2 1
500000.000000 584 1
550000.000000 1 15
550000.000000 585 1
600000.000000 1 12
600000.000000 588 1
650000.000000 1 13
650000.000000 587 1
700000.000000 1 12
700000.000000 2 1
700000.000000 586 1
750000.000000 1 10
750000.000000 590 1
800000.000000 1 12
800000.000000 588 1
850000.000000 1 15
850000.000000 3 1
850000.000000 582 1
900000.000000 1 16
900000.000000 584 1
950000.000000 1 17
950000.000000 583 1
1000000.000000 1 15
1000000.000000 585 1
1050000.000000 1 13
1050000.000000 587 1
1100000.000000 1 13
1100000.000000 587 1
1150000.000000 1 14
1150000.000000 586 1
1200000.000000 1 15
1200000.000000 585 1
1250000.000000 1 14
1250000.000000 2 2
1250000.000000 582 1
1300000.000000 1 15
1300000.000000 2 1
1300000.000000 583 1
1350000.000000 1 14
1350000.000000 2 1
1350000.000000 584 1
1400000.000000 1 15
1400000.000000 2 1
1400000.000000 583 1
1450000.000000 1 16
1450000.000000 3 1
1450000.000000 581 1
1500000.000000 1 18
1500000.000000 2 2
1500000.000000 578 1
1550000.000000 1 21
1550000.000000 2 1
1550000.000000 577 1
1600000.000000 1 19
1600000.000000 2 1
1600000.000000 579 1
1650000.000000 1 20
1650000.000000 2 1
1650000.000000 578 1
1700000.000000 1 19
1700000.000000 2 1
1700000.000000 3 1
1700000.000000 576 1
1750000.000000 1 20
1750000.000000 2 1
1750000.000000 578 1
1800000.000000 1 20
1800000.000000 2 2
1800000.000000 576 1
1850000.000000 1 18
1850000.000000 2 3
1850000.000000 576 1
1900000.000000 1 19
1900000.000000 2 1
1900000.000000 579 1
1950000.000000 1 16
1950000.000000 3 1
1950000.000000 581 1
2000000.000000 1 19
2000000.000000 2 1
2000000.000000 3 1
2000000.000000 576 1
2050000.000000 1 16
2050000.000000 2 2
2050000.000000 580 1
2100000.000000 1 16
2100000.000000 2 2
2100000.000000 580 1
2150000.000000 1 15
2150000.000000 2 1
2150000.000000 583 1
2200000.000000 1 14
2200000.000000 2 1
2200000.000000 584 1
2250000.000000 1 20
2250000.000000 2 1
2250000.000000 578 1
2300000.000000 1 15
2300000.000000 2 3
2300000.000000 579 1
2350000.000000 1 16
2350000.000000 2 1
2350000.000000 582 1
2400000.000000 1 14
2400000.000000 586 1
2450000.000000 1 13
2450000.000000 2 1
2450000.000000 585 1
2500000.000000 1 19
