Frame,TotalReceptors,LargestClusterSize,FractionInCluster
0,300,288,0.96
1,300,294,0.98
2,300,296,0.9866666666666667
3,300,291,0.97
4,300,293,0.9766666666666667
5,300,295,0.9833333333333333
6,300,297,0.99
7,300,294,0.98
8,300,296,0.9866666666666667
9,300,293,0.9766666666666667
10,300,286,0.9533333333333334
11,300,286,0.9533333333333334
12,300,289,0.9633333333333334
13,300,295,0.9833333333333333
14,300,295,0.9833333333333333
15,300,292,0.9733333333333334
16,300,293,0.9766666666666667
17,300,295,0.9833333333333333
18,300,292,0.9733333333333334
19,300,296,0.9866666666666667
20,300,288,0.96
21,300,297,0.99
22,300,297,0.99
23,300,295,0.9833333333333333
24,300,299,0.9966666666666667
25,300,293,0.9766666666666667
26,300,292,0.9733333333333334
27,300,294,0.98
28,300,294,0.98
29,300,292,0.9733333333333334
30,300,296,0.9866666666666667
31,300,291,0.97
32,300,294,0.98
33,300,291,0.97
34,300,291,0.97
35,300,295,0.9833333333333333
36,300,293,0.9766666666666667
37,300,296,0.9866666666666667
38,300,296,0.9866666666666667
39,300,295,0.9833333333333333
40,300,292,0.9733333333333334
41,300,291,0.97
42,300,296,0.9866666666666667
43,300,295,0.9833333333333333
44,300,297,0.99
45,300,290,0.9666666666666667
46,300,295,0.9833333333333333
47,300,294,0.98
48,300,295,0.9833333333333333
49,300,291,0.97
50,300,291,0.97
51,300,294,0.98
52,300,292,0.9733333333333334
53,300,297,0.99
54,300,297,0.99
55,300,294,0.98
56,300,291,0.97
57,300,295,0.9833333333333333
58,300,291,0.97
59,300,290,0.9666666666666667
60,300,292,0.9733333333333334
61,300,295,0.9833333333333333
62,300,296,0.9866666666666667
63,300,291,0.97
64,300,295,0.9833333333333333
65,300,298,0.9933333333333333
66,300,293,0.9766666666666667
67,300,290,0.9666666666666667
68,300,295,0.9833333333333333
69,300,293,0.9766666666666667
70,300,295,0.9833333333333333
71,300,294,0.98
72,300,298,0.9933333333333333
73,300,294,0.98
74,300,298,0.9933333333333333
75,300,290,0.9666666666666667
76,300,295,0.9833333333333333
77,300,294,0.98
78,300,297,0.99
79,300,294,0.98
80,300,292,0.9733333333333334
81,300,298,0.9933333333333333
82,300,297,0.99
83,300,288,0.96
84,300,292,0.9733333333333334
85,300,294,0.98
86,300,293,0.9766666666666667
87,300,300,1.0
88,300,297,0.99
89,300,297,0.99
90,300,295,0.9833333333333333
91,300,293,0.9766666666666667
92,300,294,0.98
93,300,292,0.9733333333333334
94,300,290,0.9666666666666667
95,300,293,0.9766666666666667
96,300,290,0.9666666666666667
97,300,293,0.9766666666666667
98,300,289,0.9633333333333334
99,300,290,0.9666666666666667
100,300,296,0.9866666666666667
101,300,292,0.9733333333333334
102,300,293,0.9766666666666667
103,300,297,0.99
104,300,296,0.9866666666666667
105,300,296,0.9866666666666667
106,300,290,0.9666666666666667
107,300,294,0.98
108,300,296,0.9866666666666667
109,300,296,0.9866666666666667
110,300,297,0.99
111,300,293,0.9766666666666667
112,300,293,0.9766666666666667
113,300,293,0.9766666666666667
114,300,297,0.99
115,300,293,0.9766666666666667
116,300,294,0.98
117,300,296,0.9866666666666667
118,300,295,0.9833333333333333
119,300,293,0.9766666666666667
120,300,290,0.9666666666666667
121,300,295,0.9833333333333333
122,300,294,0.98
123,300,293,0.9766666666666667
124,300,290,0.9666666666666667
125,300,295,0.9833333333333333
126,300,288,0.96
127,300,294,0.98
128,300,294,0.98
129,300,289,0.9633333333333334
130,300,297,0.99
131,300,290,0.9666666666666667
132,300,291,0.97
133,300,293,0.9766666666666667
134,300,293,0.9766666666666667
135,300,295,0.9833333333333333
136,300,292,0.9733333333333334
137,300,295,0.9833333333333333
138,300,294,0.98
139,300,295,0.9833333333333333
140,300,294,0.98
141,300,298,0.9933333333333333
142,300,297,0.99
143,300,298,0.9933333333333333
144,300,287,0.9566666666666667
145,300,293,0.9766666666666667
146,300,297,0.99
147,300,296,0.9866666666666667
148,300,296,0.9866666666666667
149,300,296,0.9866666666666667
150,300,293,0.9766666666666667
151,300,294,0.98
152,300,292,0.9733333333333334
153,300,295,0.9833333333333333
154,300,296,0.9866666666666667
155,300,297,0.99
156,300,291,0.97
157,300,296,0.9866666666666667
158,300,293,0.9766666666666667
159,300,296,0.9866666666666667
160,300,298,0.9933333333333333
161,300,292,0.9733333333333334
162,300,296,0.9866666666666667
163,300,293,0.9766666666666667
164,300,292,0.9733333333333334
165,300,298,0.9933333333333333
166,300,298,0.9933333333333333
167,300,295,0.9833333333333333
168,300,295,0.9833333333333333
169,300,296,0.9866666666666667
170,300,293,0.9766666666666667
171,300,293,0.9766666666666667
172,300,294,0.98
173,300,293,0.9766666666666667
174,300,291,0.97
175,300,294,0.98
176,300,297,0.99
177,300,300,1.0
178,300,297,0.99
179,300,290,0.9666666666666667
180,300,298,0.9933333333333333
181,300,296,0.9866666666666667
182,300,294,0.98
183,300,289,0.9633333333333334
184,300,296,0.9866666666666667
185,300,293,0.9766666666666667
186,300,294,0.98
187,300,294,0.98
188,300,294,0.98
189,300,291,0.97
190,300,289,0.9633333333333334
191,300,295,0.9833333333333333
192,300,294,0.98
193,300,296,0.9866666666666667
194,300,294,0.98
195,300,292,0.9733333333333334
196,300,294,0.98
197,300,294,0.98
198,300,297,0.99
199,300,293,0.9766666666666667
200,300,293,0.9766666666666667
201,300,293,0.9766666666666667
202,300,294,0.98
203,300,292,0.9733333333333334
204,300,293,0.9766666666666667
205,300,293,0.9766666666666667
206,300,293,0.9766666666666667
207,300,289,0.9633333333333334
208,300,294,0.98
209,300,298,0.9933333333333333
210,300,289,0.9633333333333334
211,300,291,0.97
212,300,293,0.9766666666666667
213,300,293,0.9766666666666667
214,300,291,0.97
215,300,294,0.98
216,300,295,0.9833333333333333
217,300,297,0.99
218,300,295,0.9833333333333333
219,300,294,0.98
220,300,294,0.98
221,300,293,0.9766666666666667
222,300,296,0.9866666666666667
223,300,295,0.9833333333333333
224,300,296,0.9866666666666667
225,300,294,0.98
226,300,293,0.9766666666666667
227,300,293,0.9766666666666667
228,300,294,0.98
229,300,297,0.99
230,300,295,0.9833333333333333
231,300,298,0.9933333333333333
232,300,289,0.9633333333333334
233,300,294,0.98
234,300,296,0.9866666666666667
235,300,293,0.9766666666666667
236,300,294,0.98
237,300,291,0.97
238,300,297,0.99
239,300,297,0.99
240,300,295,0.9833333333333333
241,300,296,0.9866666666666667
242,300,294,0.98
243,300,297,0.99
244,300,291,0.97
245,300,294,0.98
246,300,296,0.9866666666666667
247,300,292,0.9733333333333334
248,300,294,0.98
249,300,292,0.9733333333333334
250,300,293,0.9766666666666667
251,300,295,0.9833333333333333
252,300,298,0.9933333333333333
253,300,293,0.9766666666666667
254,300,297,0.99
255,300,290,0.9666666666666667
256,300,296,0.9866666666666667
257,300,296,0.9866666666666667
258,300,294,0.98
259,300,296,0.9866666666666667
260,300,294,0.98
261,300,295,0.9833333333333333
262,300,292,0.9733333333333334
263,300,293,0.9766666666666667
264,300,293,0.9766666666666667
265,300,295,0.9833333333333333
266,300,294,0.98
267,300,295,0.9833333333333333
268,300,294,0.98
269,300,298,0.9933333333333333
270,300,294,0.98
271,300,294,0.98
272,300,294,0.98
273,300,290,0.9666666666666667
274,300,295,0.9833333333333333
275,300,292,0.9733333333333334
276,300,290,0.9666666666666667
277,300,292,0.9733333333333334
278,300,293,0.9766666666666667
279,300,290,0.9666666666666667
280,300,289,0.9633333333333334
281,300,294,0.98
282,300,294,0.98
283,300,292,0.9733333333333334
284,300,292,0.9733333333333334
285,300,294,0.98
286,300,295,0.9833333333333333
287,300,293,0.9766666666666667
288,300,296,0.9866666666666667
289,300,293,0.9766666666666667
290,300,295,0.9833333333333333
291,300,295,0.9833333333333333
292,300,296,0.9866666666666667
293,300,295,0.9833333333333333
294,300,293,0.9766666666666667
295,300,294,0.98
296,300,290,0.9666666666666667
297,300,296,0.9866666666666667
298,300,291,0.97
299,300,290,0.9666666666666667
300,300,296,0.9866666666666667
301,300,299,0.9966666666666667
302,300,298,0.9933333333333333
303,300,296,0.9866666666666667
304,300,286,0.9533333333333334
305,300,292,0.9733333333333334
306,300,294,0.98
307,300,293,0.9766666666666667
308,300,293,0.9766666666666667
309,300,295,0.9833333333333333
310,300,298,0.9933333333333333
311,300,297,0.99
312,300,293,0.9766666666666667
313,300,293,0.9766666666666667
314,300,299,0.9966666666666667
315,300,294,0.98
316,300,291,0.97
317,300,292,0.9733333333333334
318,300,290,0.9666666666666667
319,300,294,0.98
320,300,291,0.97
321,300,295,0.9833333333333333
322,300,293,0.9766666666666667
323,300,294,0.98
324,300,290,0.9666666666666667
325,300,295,0.9833333333333333
326,300,294,0.98
327,300,296,0.9866666666666667
328,300,291,0.97
329,300,290,0.9666666666666667
330,300,295,0.9833333333333333
331,300,295,0.9833333333333333
332,300,292,0.9733333333333334
333,300,291,0.97
334,300,296,0.9866666666666667
335,300,297,0.99
336,300,298,0.9933333333333333
337,300,294,0.98
338,300,295,0.9833333333333333
339,300,294,0.98
340,300,292,0.9733333333333334
341,300,292,0.9733333333333334
342,300,292,0.9733333333333334
343,300,296,0.9866666666666667
344,300,295,0.9833333333333333
345,300,295,0.9833333333333333
346,300,294,0.98
347,300,291,0.97
348,300,292,0.9733333333333334
349,300,294,0.98
350,300,294,0.98
351,300,292,0.9733333333333334
352,300,294,0.98
353,300,295,0.9833333333333333
354,300,293,0.9766666666666667
355,300,289,0.9633333333333334
356,300,284,0.9466666666666667
357,300,292,0.9733333333333334
358,300,290,0.9666666666666667
359,300,294,0.98
360,300,295,0.9833333333333333
361,300,294,0.98
362,300,296,0.9866666666666667
363,300,296,0.9866666666666667
364,300,295,0.9833333333333333
365,300,292,0.9733333333333334
366,300,295,0.9833333333333333
367,300,294,0.98
368,300,293,0.9766666666666667
369,300,296,0.9866666666666667
370,300,297,0.99
371,300,294,0.98
372,300,297,0.99
373,300,296,0.9866666666666667
374,300,293,0.9766666666666667
375,300,296,0.9866666666666667
376,300,292,0.9733333333333334
377,300,294,0.98
378,300,288,0.96
379,300,290,0.9666666666666667
380,300,294,0.98
381,300,294,0.98
382,300,293,0.9766666666666667
383,300,296,0.9866666666666667
384,300,292,0.9733333333333334
385,300,293,0.9766666666666667
386,300,298,0.9933333333333333
387,300,296,0.9866666666666667
388,300,293,0.9766666666666667
389,300,289,0.9633333333333334
390,300,289,0.9633333333333334
391,300,295,0.9833333333333333
392,300,296,0.9866666666666667
393,300,287,0.9566666666666667
394,300,290,0.9666666666666667
395,300,295,0.9833333333333333
396,300,288,0.96
397,300,294,0.98
398,300,295,0.9833333333333333
399,300,300,1.0
