Frame,Num_Receptors,Receptors_in_Cluster,Total_Receptors,Fraction_Receptors
0,300,287,300,0.9566666666666667
1,300,292,300,0.9733333333333334
2,300,293,300,0.9766666666666667
3,300,287,300,0.9566666666666667
4,300,291,300,0.97
5,300,295,300,0.9833333333333333
6,300,293,300,0.9766666666666667
7,300,289,300,0.9633333333333334
8,300,293,300,0.9766666666666667
9,300,289,300,0.9633333333333334
10,300,283,300,0.9433333333333334
11,300,281,300,0.9366666666666666
12,300,287,300,0.9566666666666667
13,300,293,300,0.9766666666666667
14,300,291,300,0.97
15,300,291,300,0.97
16,300,291,300,0.97
17,300,293,300,0.9766666666666667
18,300,290,300,0.9666666666666667
19,300,294,300,0.98
20,300,285,300,0.95
21,300,296,300,0.9866666666666667
22,300,296,300,0.9866666666666667
23,300,291,300,0.97
24,300,293,300,0.9766666666666667
25,300,290,300,0.9666666666666667
26,300,289,300,0.9633333333333334
27,300,291,300,0.97
28,300,290,300,0.9666666666666667
29,300,291,300,0.97
30,300,290,300,0.9666666666666667
31,300,291,300,0.97
32,300,291,300,0.97
33,300,285,300,0.95
34,300,288,300,0.96
35,300,294,300,0.98
36,300,290,300,0.9666666666666667
37,300,295,300,0.9833333333333333
38,300,292,300,0.9733333333333334
39,300,291,300,0.97
40,300,291,300,0.97
41,300,287,300,0.9566666666666667
42,300,292,300,0.9733333333333334
43,300,292,300,0.9733333333333334
44,300,295,300,0.9833333333333333
45,300,289,300,0.9633333333333334
46,300,293,300,0.9766666666666667
47,300,292,300,0.9733333333333334
48,300,294,300,0.98
49,300,288,300,0.96
50,300,290,300,0.9666666666666667
51,300,293,300,0.9766666666666667
52,300,290,300,0.9666666666666667
53,300,293,300,0.9766666666666667
54,300,296,300,0.9866666666666667
55,300,292,300,0.9733333333333334
56,300,290,300,0.9666666666666667
57,300,293,300,0.9766666666666667
58,300,290,300,0.9666666666666667
59,300,286,300,0.9533333333333334
60,300,290,300,0.9666666666666667
61,300,290,300,0.9666666666666667
62,300,294,300,0.98
63,300,290,300,0.9666666666666667
64,300,289,300,0.9633333333333334
65,300,296,300,0.9866666666666667
66,300,291,300,0.97
67,300,284,300,0.9466666666666667
68,300,295,300,0.9833333333333333
69,300,293,300,0.9766666666666667
70,300,294,300,0.98
71,300,293,300,0.9766666666666667
72,300,295,300,0.9833333333333333
73,300,291,300,0.97
74,300,297,300,0.99
75,300,287,300,0.9566666666666667
76,300,294,300,0.98
77,300,289,300,0.9633333333333334
78,300,296,300,0.9866666666666667
79,300,289,300,0.9633333333333334
80,300,288,300,0.96
81,300,297,300,0.99
82,300,294,300,0.98
83,300,285,300,0.95
84,300,292,300,0.9733333333333334
85,300,293,300,0.9766666666666667
86,300,292,300,0.9733333333333334
87,300,295,300,0.9833333333333333
88,300,294,300,0.98
89,300,295,300,0.9833333333333333
90,300,292,300,0.9733333333333334
91,300,292,300,0.9733333333333334
92,300,294,300,0.98
93,300,290,300,0.9666666666666667
94,300,287,300,0.9566666666666667
95,300,291,300,0.97
96,300,291,300,0.97
97,300,290,300,0.9666666666666667
98,300,287,300,0.9566666666666667
99,300,290,300,0.9666666666666667
100,300,295,300,0.9833333333333333
101,300,290,300,0.9666666666666667
102,300,290,300,0.9666666666666667
103,300,295,300,0.9833333333333333
104,300,295,300,0.9833333333333333
