# time mean_cluster_size
150000.000000 650.0000000000
200000.000000 92.8571428571
250000.000000 59.0909090909
300000.000000 32.5000000000
350000.000000 34.2105263158
400000.000000 29.5454545455
450000.000000 34.2105263158
500000.000000 38.2352941176
550000.000000 26.0000000000
600000.000000 28.2608695652
650000.000000 38.2352941176
700000.000000 23.2142857143
750000.000000 26.0000000000
800000.000000 24.0740740741
850000.000000 28.2608695652
900000.000000 29.5454545455
950000.000000 30.9523809524
1000000.000000 30.9523809524
1050000.000000 36.1111111111
1100000.000000 34.2105263158
1150000.000000 28.2608695652
1200000.000000 23.2142857143
1250000.000000 26.0000000000
1300000.000000 40.6250000000
1350000.000000 29.5454545455
1400000.000000 23.2142857143
1450000.000000 28.2608695652
1500000.000000 20.9677419355
1550000.000000 26.0000000000
1600000.000000 36.1111111111
1650000.000000 36.1111111111
1700000.000000 32.5000000000
1750000.000000 30.9523809524
1800000.000000 26.0000000000
1850000.000000 28.2608695652
1900000.000000 34.2105263158
1950000.000000 29.5454545455
2000000.000000 36.1111111111
2050000.000000 25.0000000000
2100000.000000 38.2352941176
2150000.000000 23.2142857143
2200000.000000 25.0000000000
2250000.000000 34.2105263158
2300000.000000 32.5000000000
2350000.000000 38.2352941176
2400000.000000 38.2352941176
2450000.000000 27.0833333333
2500000.000000 38.2352941176
2550000.000000 34.2105263158
2600000.000000 28.2608695652
2650000.000000 30.9523809524
2700000.000000 29.5454545455
2750000.000000 28.2608695652
2800000.000000 25.0000000000
2850000.000000 28.2608695652
2900000.000000 30.9523809524
2950000.000000 46.4285714286
3000000.000000 27.0833333333
3050000.000000 25.0000000000
3100000.000000 23.2142857143
3150000.000000 27.0833333333
3200000.000000 20.3125000000
3250000.000000 22.4137931034
3300000.000000 26.0000000000
3350000.000000 36.1111111111
3400000.000000 24.0740740741
3450000.000000 23.2142857143
3500000.000000 34.2105263158
3550000.000000 30.9523809524
3600000.000000 28.2608695652
3650000.000000 25.0000000000
3700000.000000 36.1111111111
3750000.000000 23.2142857143
3800000.000000 25.0000000000
3850000.000000 40.6250000000
3900000.000000 24.0740740741
3950000.000000 26.0000000000
4000000.000000 28.2608695652
4050000.000000 20.9677419355
4100000.000000 32.5000000000
4150000.000000 27.0833333333
4200000.000000 24.0740740741
4250000.000000 29.5454545455
4300000.000000 36.1111111111
4350000.000000 23.2142857143
4400000.000000 32.5000000000
4450000.000000 30.9523809524
4500000.000000 30.9523809524
4550000.000000 25.0000000000
4600000.000000 24.0740740741
4650000.000000 36.1111111111
4700000.000000 29.5454545455
4750000.000000 32.5000000000
4800000.000000 34.2105263158
4850000.000000 34.2105263158
4900000.000000 46.4285714286
4950000.000000 36.1111111111
5000000.000000 34.2105263158
5050000.000000 26.0000000000
5100000.000000 27.0833333333
5150000.000000 26.0000000000
5200000.000000 25.0000000000
5250000.000000 24.0740740741
5300000.000000 34.2105263158
5350000.000000 34.2105263158
5400000.000000 27.0833333333
5450000.000000 27.0833333333
5500000.000000 34.2105263158
5550000.000000 34.2105263158
5600000.000000 27.0833333333
5650000.000000 29.5454545455
5700000.000000 26.0000000000
5750000.000000 27.0833333333
5800000.000000 25.0000000000
5850000.000000 26.0000000000
5900000.000000 30.9523809524
5950000.000000 36.1111111111
6000000.000000 30.9523809524
6050000.000000 32.5000000000
6100000.000000 40.6250000000
6150000.000000 26.0000000000
6200000.000000 26.0000000000
6250000.000000 25.0000000000
6300000.000000 22.4137931034
6350000.000000 20.9677419355
6400000.000000 25.0000000000
6450000.000000 23.2142857143
6500000.000000 28.2608695652
6550000.000000 30.9523809524
6600000.000000 38.2352941176
6650000.000000 30.9523809524
6700000.000000 43.3333333333
6750000.000000 29.5454545455
6800000.000000 26.0000000000
6850000.000000 30.9523809524
6900000.000000 30.9523809524
6950000.000000 25.0000000000
7000000.000000 26.0000000000
7050000.000000 38.2352941176
7100000.000000 36.1111111111
7150000.000000 36.1111111111
7200000.000000 29.5454545455
7250000.000000 21.6666666667
7300000.000000 23.2142857143
7350000.000000 29.5454545455
7400000.000000 28.2608695652
7450000.000000 29.5454545455
7500000.000000 25.0000000000
7550000.000000 20.9677419355
7600000.000000 34.2105263158
7650000.000000 40.6250000000
7700000.000000 34.2105263158
7750000.000000 40.6250000000
7800000.000000 54.1666666667
7850000.000000 40.6250000000
